"name","playerid","new_BABIP","BABIP","Source","BABIP_adj_rate"
"Beau Brieske","26079",0.276021294117647,0.256,"REZ1",1.07820818014706
"Beau Burrows","18873",0.288406,NA,NA,NA
"Beau Sulser","23420",0.29899,NA,NA,NA
"Beck Way","sa3014462",0.294899,NA,NA,NA
"Ben Anderson","sa3010560",0.2940565,NA,NA,NA
"Ben Beutel","sa3019848",0.298989,NA,NA,NA
"Ben Bowden","20198",0.2864995,NA,NA,NA
"Ben Braymer","20175",0.287695,NA,NA,NA
"Ben Brecht","sa3011218",0.292825,NA,NA,NA
"Ben Brown","23590",0.293116588235294,0.339,"REZ1",0.86465070275898
"Ben Brutti","sa3021478",0.304312,NA,NA,NA
"Ben Casparius","30085",0.288430470588235,0.309,"REZ1",0.933431943651247
"Ben Ethridge","sa3020820",0.297116,NA,NA,NA
"Ben Gross","sa1119979",0.298854,NA,NA,NA
"Ben Harris","sa3017779",0.286262,NA,NA,NA
"Ben Hecht","sa738501",0.295321,NA,NA,NA
"Ben Heller","15100",0.307938,0.342,"REZ1",0.90040350877193
"Ben Hernandez","sa3014541",0.306187,NA,NA,NA
"Ben Holmes","sa549147",0.289772,NA,NA,NA
"Ben Joyce","31461",0.28596,0.289,"REZ1",0.989480968858132
"Ben Krauth","sa918347",0.293805,NA,NA,NA
"Ben Kudrna","sa3018253",0.296454,NA,NA,NA
"Ben Leeper","sa3014907",0.288716,NA,NA,NA
"Ben Lively","14932",0.289805176470588,0.288,"REZ1",1.00626797385621
"Ben Madison","sa3008173",0.293355,NA,NA,NA
"Ben Miller","sa3017208",0.292633,NA,NA,NA
"Ben Onyshko","sa3008096",0.2917705,NA,NA,NA
"Ben Peoples","sa3011784",0.291421,NA,NA,NA
"Ben Petschke","sa3023452",0.300474,NA,NA,NA
"Ben Rowen","10983",0.297658,NA,NA,NA
"Ben Sears","sa3020178",0.303943,NA,NA,NA
"Ben Serunkuma","sa3019627",0.295,NA,NA,NA
"Ben Shields","sa3023483",0.2891785,NA,NA,NA
"Ben Simon","sa3023164",0.29099,NA,NA,NA
"Ben Thompson","sa3022873",0.295774,NA,NA,NA
"Ben Wereski","sa3018234",0.293545,NA,NA,NA
"Benito Garcia","sa3005891",0.2917755,NA,NA,NA
"Benjamin Arias","sa3008724",0.287336,NA,NA,NA
"Benjamin Dum","sa3011795",0.291316,NA,NA,NA
"Bennett Sousa","21345",0.286713333333333,0.286,"REZ1",1.00249417249417
"Benony Robles","sa3006135",0.291238,NA,NA,NA
"Bernard Jose","sa3021812",0.291172,NA,NA,NA
"Bernard Mack","sa3021771",0.295215,NA,NA,NA
"Bernardo Flores Jr","19561",0.296345,NA,NA,NA
"Bernardo Rivera","sa3024531",0.297841,NA,NA,NA
"Bernie Martinez","sa3010142",0.294944,NA,NA,NA
"Biembenido  Brito","sa3019257",0.297276,NA,NA,NA
"Billy Corcoran","sa3020172",0.2962415,NA,NA,NA
"Billy Lescher","sa3004471",0.288494,NA,NA,NA
"Billy Seidl","sa3020257",0.296253,NA,NA,NA
"Billy Sullivan","sa3014918",0.2944415,NA,NA,NA
"Bishop Letson","sa3023526",0.295552,NA,NA,NA
"Blade Tidwell","sa3020177",0.285803,NA,NA,NA
"Bladimir Pichardo","sa3022123",0.299342,NA,NA,NA
"Blaine Knight","sa3008532",0.295186,NA,NA,NA
"Blair Calvo","25416",0.318669285714286,0.375,"REZ1",0.849784761904762
"Blair Henley","26190",0.2952825,NA,NA,NA
"Blake Adams","sa3020174",0.303727,NA,NA,NA
"Blake Beers","sa3018004",0.287744,NA,NA,NA
"Blake Burkhalter","sa3020382",0.297949,NA,NA,NA
"Blake Goldsberry","sa3014978",0.293258,NA,NA,NA
"Blake Holub","sa3018147",0.2893685,NA,NA,NA
"Blake Loubier","sa3011730",0.306036,NA,NA,NA
"Blake Money","sa3023127",0.295604,NA,NA,NA
"Blake Parker","5224",0.29398,NA,NA,NA
"Blake Pivaroff","sa3023080",0.292497,NA,NA,NA
"Blake Rivera","sa3008261",0.295997,NA,NA,NA
"Blake Rogers","sa876290",0.292364,NA,NA,NA
"Blake Seigler","sa3017899",0.299644,NA,NA,NA
"Blake Snell","13543",0.283582705882353,0.275,"REZ1",1.03120983957219
"Blake Taylor","16418",0.2940315,NA,NA,NA
"Blake Townsend","sa3010125",0.291409,NA,NA,NA
"Blake Treinen","12572",0.291307058823529,0.307,"REZ1",0.948882927763939
"Blake Walston","26270",0.287624941176471,0.254,"REZ1",1.13238165817508
"Blake Wehunt","sa3023220",0.2986075,NA,NA,NA
"Blake Weiman","sa3004211",0.286954142857143,NA,NA,NA
"Blake Whiting","sa3023045",0.296413,NA,NA,NA
"Blake Whitney","sa3007966",0.288959,NA,NA,NA
"Blake Wolters","sa3023513",0.304855,NA,NA,NA
"Blake Workman","sa3007856",0.29143,NA,NA,NA
"Blane Abeyta","sa3014975",0.297289,NA,NA,NA
"Blas Castano","sa3006617",0.286282285714286,NA,NA,NA
"Blayne Enlow","sa3005117",0.2959135,NA,NA,NA
"Blaze Pontes","sa3020486",0.296946,NA,NA,NA
"Bo Bonds","sa3022938",0.291651,NA,NA,NA
"Bobby Ay","sa3011535",0.305207,NA,NA,NA
"Bobby Milacki","sa3007216",0.2911205,NA,NA,NA
"Bobby Miller","27483",0.285142235294118,0.276,"REZ1",1.03312404092072
"Boby Johnson","sa3006983",0.2953,NA,NA,NA
"Bodi Rascon","sa3011849",0.289497,NA,NA,NA
"Bowden Francis","20548",0.272272941176471,0.271,"REZ1",1.00469719991318
"Bowen Plagge","sa3018237",0.301116,NA,NA,NA
"Brad Boxberger","10133",0.286640714285714,0.275,"REZ1",1.04232987012987
"Brad Brach","6627",0.29425,NA,NA,NA
"Brad Case","sa3007613",0.2973125,NA,NA,NA
"Brad Deppermann","sa3011801",0.2907485,NA,NA,NA
"Brad Hand","9111",0.293317142857143,0.292,"REZ1",1.00451076320939
"Brad Keller","15734",0.296222470588235,0.3,"REZ1",0.987408235294118
"Brad Lord","sa3020812",0.292005,NA,NA,NA
"Brad Peacock","5401",0.296458,NA,NA,NA
"Brad Wieck","16390",0.293586,NA,NA,NA
"Braden Bristo","20494",0.289155714285714,0.29,"REZ1",0.997088669950739
"Braden Carmichael","sa3023003",0.293822,NA,NA,NA
"Braden Nett","sa3020336",0.290813,NA,NA,NA
"Braden Olthoff","sa3017654",0.301972,NA,NA,NA
"Braden Scott","sa3018143",0.290123,NA,NA,NA
"Braden Shipley","15158",0.288434,NA,NA,NA
"Braden Zarbnisky","sa3014791",0.28669,NA,NA,NA
"Bradford Webb","sa3017508",0.29385,NA,NA,NA
"Bradgley Rodriguez","sa3016035",0.281085,NA,NA,NA
"Bradley Blalock","26419",0.302356705882353,0.305,"REZ1",0.991333461909354
"Bradley Brehmer","sa3020828",0.298266,NA,NA,NA
"Bradley Hanner","sa3010837",0.2928725,NA,NA,NA
"Brady Basso","25582",0.289181058823529,0.294,"REZ1",0.983609043617447
"Brady Choban","sa3023212",0.2966565,NA,NA,NA
"Brady Feigl","15968",0.3138725,0.377,"REZ1",0.832553050397878
"Brady Hill","sa3020559",0.309568,NA,NA,NA
"Brady Lail","14707",0.294502,NA,NA,NA
"Brady Puckett","sa829632",0.295313,NA,NA,NA
"Brady Schanuel","sa918871",0.295185,NA,NA,NA
"Brady Singer","25377",0.304369058823529,0.31,"REZ1",0.981835673624288
"Braeden Fausnaught","sa3020598",0.290886,NA,NA,NA
"Braeden Ogle","sa917989",0.297129,NA,NA,NA
"Brahian Rijo","sa3022051",0.295141,NA,NA,NA
"Braian Salazar","sa3019741",0.291069,NA,NA,NA
"Brailin Rodriguez","sa3009238",0.294766,NA,NA,NA
"Brailyn Marquez","21896",0.296523,NA,NA,NA
"Brailyn Paulino","sa3022038",0.297703,NA,NA,NA
"Brandan Bidois","sa3015277",0.298325,NA,NA,NA
"Branden Noriega","sa3020867",0.293664,NA,NA,NA
"Brandison Polanco","sa3019279",0.295753,NA,NA,NA
"Brandon Beckel","sa3023276",0.292563,NA,NA,NA
"Brandon Bielak","19866",0.315802545454545,0.354,"REZ1",0.892097586029789
"Brandon Birdsell","sa3020797",0.285433,NA,NA,NA
"Brandon Brennan","13527",0.304741,NA,NA,NA
"Brandon Dufault","sa3017257",0.297802,NA,NA,NA
"Brandon Eisert","27668",0.303809529411765,0.35,"REZ1",0.868027226890756
"Brandon Finnegan","16208",0.294201,NA,NA,NA
"Brandon Gold","sa872724",0.301013,NA,NA,NA
"Brandon Herbold","sa3021988",0.302739,NA,NA,NA
"Brandon Hughes","23460",0.286048,0.288,"REZ1",0.993222222222222
"Brandon Johnson","sa3020610",0.2958875,NA,NA,NA
"Brandon Kintzler","9939",0.305035,NA,NA,NA
"Brandon Knarr","sa3015005",0.292392,NA,NA,NA
"Brandon Komar","sa3010630",0.3032325,NA,NA,NA
"Brandon Leibrandt","16135",0.293393333333333,0.314,"REZ1",0.934373673036093
"Brandon Neeck","sa3021978",0.291889,NA,NA,NA
"Brandon Pfaadt","27782",0.292658470588235,0.278,"REZ1",1.05272831146847
"Brandon Schaeffer","sa3020751",0.289771,NA,NA,NA
"Brandon Smith","sa3021021",0.295846,NA,NA,NA
"Brandon Sproat","sa3023499",0.285342166666667,NA,NA,NA
"Brandon Waddell","18347",0.292195,NA,NA,NA
"Brandon Walter","26056",0.300972142857143,0.309,"REZ1",0.974019879796579
"Brandon White","sa3020589",0.297087,NA,NA,NA
"Brandon Williamson","25463",0.297173333333333,0.313,"REZ1",0.949435569755059
"Brandon Woodruff","16162",0.284894,0.296,"REZ1",0.96247972972973
"Brandon Workman","11428",0.300737,NA,NA,NA
"Brandon Young","sa3014926",0.291215857142857,NA,NA,NA
"Brandyn Garcia","sa3022951",0.287130166666667,NA,NA,NA
"Brandyn Sittinger","19192",0.294163,NA,NA,NA
"Branneli Franco","sa3023818",0.298312,NA,NA,NA
"Brannon Jordan","sa3017814",0.293739,NA,NA,NA
"Brant Hurter","30133",0.284177058823529,0.255,"REZ1",1.11441983852364
"Braulio Salas","sa3019820",0.297286,NA,NA,NA
"Braunny Munoz","sa3006398",0.29439,NA,NA,NA
"Brawny Reyes","sa3018007",0.296679,NA,NA,NA
"Braxton Ashcraft","sa3008470",0.296424142857143,NA,NA,NA
"Braxton Bragg","sa3023303",0.296709,NA,NA,NA
"Braxton Garrett","21844",0.303928333333333,0.31,"REZ1",0.980413978494624
"Braxton Hyde","sa3020612",0.314581,NA,NA,NA
"Braxton Roxby","sa3014811",0.2926465,NA,NA,NA
"Brayan Bello","23920",0.309874941176471,0.324,"REZ1",0.956404139433551
"Brayan Cabello","sa3018304",0.300251,NA,NA,NA
"Brayan Castillo","sa3006544",0.3030075,NA,NA,NA
"Brayan De Paula","sa3005070",0.291518,NA,NA,NA
"Brayan Diaz","sa3016069",0.298672,NA,NA,NA
"Brayan Medina","sa3014705",0.298323,NA,NA,NA
"Brayan Mendoza","sa3015477",0.300741,NA,NA,NA
"Brayan Narvaez","sa3022133",0.296488,NA,NA,NA
"Brayan Palencia","sa3016011",0.293887,NA,NA,NA
"Brayan Perez","sa3006100",0.300265,NA,NA,NA
"Brayan Restituyo","sa3015461",0.291003,NA,NA,NA
"Brayan Romero","sa3018313",0.297148,NA,NA,NA
"Brayan Suarez","sa3019649",0.297405,NA,NA,NA
"Braydon Fisher","sa3007929",0.2853666,NA,NA,NA
"Braydon Tucker","sa3023249",0.290412,NA,NA,NA
"Brayhans Barreto","sa3022316",0.299893,NA,NA,NA
"Brayner Sanchez","sa3011366",0.300848,NA,NA,NA
"Breck Eichelberger","sa3023096",0.29413,NA,NA,NA
"Breidy Encarnacion","sa3009205",0.292955,NA,NA,NA
"Breilin Arredondo","sa3021748",0.29865,NA,NA,NA
"Brenan Hanifee","22304",0.296348352941176,0.312,"REZ1",0.949834464555053
"Brendan Beck","sa3020680",0.292883,NA,NA,NA
"Brendan Cellucci","sa3011710",0.2982455,NA,NA,NA
"Brendan Collins","sa3017549",0.289049,NA,NA,NA
"Brendan Hardy","sa3008290",0.303237,NA,NA,NA
"Brendan McGuigan","sa3011850",0.296176,NA,NA,NA
"Brendan McKay","20186",0.295868,NA,NA,NA
"Brendan Morse","sa3022743",0.299646,NA,NA,NA
"Brendan Nail","sa3005359",0.296509,NA,NA,NA
"Brendan White","26024",0.292993571428571,0.283,"REZ1",1.03531297324584
"Brendon Little","21574",0.295429647058824,0.317,"REZ1",0.931954722583039
"Brennan Bernardino","16835",0.304898941176471,0.304,"REZ1",1.00295704334365
"Brent Headrick","27702",0.289209411764706,0.293,"REZ1",0.987062838787392
"Brent Honeywell","16466",0.301175454545455,0.339,"REZ1",0.888423169750603
"Brent Killam","sa3014927",0.28988,NA,NA,NA
"Brent Suter","13942",0.291723882352941,0.273,"REZ1",1.06858564964447
"Brent Teller","sa3018794",0.294103,NA,NA,NA
"Brett Anderson","8223",0.309169,NA,NA,NA
"Brett Conine","sa3008024",0.295261,NA,NA,NA
"Brett Daniels","sa3008127",0.292453,NA,NA,NA
"Brett Eibner","11369",0.296036,NA,NA,NA
"Brett Kennedy","17877",0.300842083333333,0.32,"REZ1",0.940131510416667
"Brett Kerry","sa3017390",0.2902395,NA,NA,NA
"Brett Lockwood","sa3015041",0.305117,NA,NA,NA
"Brett Martin","17369",0.302147,NA,NA,NA
"Brett Matthews","sa3019488",0.294829,NA,NA,NA
"Brett Schulze","sa3011195",0.295175,NA,NA,NA
"Brett Standlee","sa3017388",0.295331,NA,NA,NA
"Brett Wichrowski","sa3023366",0.287894,NA,NA,NA
"Brett de Geus","23592",0.308409529411765,0.318,"REZ1",0.96984128745838
"Brian Edgington","sa3022911",0.296732,NA,NA,NA
"Brian Fitzpatrick","sa3020265",0.292174,NA,NA,NA
"Brian Glowicki","sa3004826",0.293513,NA,NA,NA
"Brian Gonzalez","sa828794",0.287363,NA,NA,NA
"Brian Howard","sa918377",0.292817,NA,NA,NA
"Brian Keller","sa918951",0.290246,NA,NA,NA
"Brian Marconi","sa3010665",0.292786,NA,NA,NA
"Brian Moran","9646",0.2990815,NA,NA,NA
"Brian Van Belle","sa3014925",0.302013,NA,NA,NA
"Brock Bell","sa3011571",0.296431,NA,NA,NA
"Brock Burke","17968",0.289099647058824,0.278,"REZ1",1.03992678798138
"Brock Jones","sa3011783",0.293422,NA,NA,NA
"Brock Porter","sa3020708",0.296124,NA,NA,NA
"Brock Selvidge","sa3017950",0.2906955,NA,NA,NA
"Brock Stewart","16727",0.295261294117647,0.292,"REZ1",1.01116881547139
"Brock Whittlesey","sa1172219",0.292949,NA,NA,NA
"Brody Hopkins","sa3023515",0.299166,NA,NA,NA
"Brody Jessee","sa3020447",0.295683,NA,NA,NA
"Brody Koerner","17748",0.298471,NA,NA,NA
"Brody McCullough","sa3020599",0.293235,NA,NA,NA
"Brody Rodning","sa3004591",0.2953695,NA,NA,NA
"Brooks Crawford","sa3011554",0.2951885,NA,NA,NA
"Brooks Gosswein","sa3017315",0.299743,NA,NA,NA
"Brooks Kriske","21189",0.297071666666667,0.329,"REZ1",0.902953394123607
"Brooks Raley","10061",0.297140117647059,0.329,"REZ1",0.903161451814768
"Brooks Wilson","sa3006966",0.292174,NA,NA,NA
"Bruce Zimmermann","20370",0.296839272727273,0.268,"REZ1",1.1076092265943
"Brusdar Graterol","20367",0.288342588235294,0.296,"REZ1",0.974130365659777
"Bryan Abreu","16609",0.282732588235294,0.268,"REZ1",1.05497234416155
"Bryan Baker","19804",0.285250588235294,0.281,"REZ1",1.01512664852418
"Bryan Bautista","sa3018820",0.296378,NA,NA,NA
"Bryan Brickhouse","sa597825",0.296363,NA,NA,NA
"Bryan Caceres","sa3005687",0.291188,NA,NA,NA
"Bryan Chi","sa3020958",0.291125,NA,NA,NA
"Bryan Garcia","19457",0.295344,NA,NA,NA
"Bryan Hoeing","26304",0.297574352941176,0.337,"REZ1",0.883009949380345
"Bryan Hudson","19924",0.281311176470588,0.3,"REZ1",0.937703921568627
"Bryan King","25890",0.290496,0.296,"REZ1",0.981405405405405
"Bryan Lucas","sa3006123",0.296018,NA,NA,NA
"Bryan Magdaleno","sa3016478",0.298362,NA,NA,NA
"Bryan Mata","sa917784",0.301651,NA,NA,NA
"Bryan Mena","sa3016613",0.313597,NA,NA,NA
"Bryan Mitchell","11479",0.29581,NA,NA,NA
"Bryan Monte De Oca","sa3021773",0.298607,NA,NA,NA
"Bryan Pena","sa3006483",0.293504,NA,NA,NA
"Bryan Perez","sa3016515",0.3166,NA,NA,NA
"Bryan Perez","sa3017014",0.298361,NA,NA,NA
"Bryan Polanco","sa3016915",0.288445,NA,NA,NA
"Bryan Pope","sa3017532",0.298097,NA,NA,NA
"Bryan Rivera","sa3019382",0.296072,NA,NA,NA
"Bryan Sammons","20462",0.281686666666667,0.274,"REZ1",1.02805352798054
"Bryan Sanchez","sa3009558",0.2977,NA,NA,NA
"Bryan Shaw","8110",0.303109176470588,0.325,"REZ1",0.932643619909502
"Bryan Woo","30279",0.279835294117647,0.301,"REZ1",0.9296853625171
"Bryant Landaeta","sa3019389",0.298177,NA,NA,NA
"Bryant Salgado","sa3017364",0.294413,NA,NA,NA
"Bryce Bonnin","sa3014453",0.286164,NA,NA,NA
"Bryce Collins","sa3023438",0.294991,NA,NA,NA
"Bryce Conley","sa3004704",0.296888,NA,NA,NA
"Bryce Elder","27779",0.303349411764706,0.32,"REZ1",0.947966911764706
"Bryce Hubbart","sa3020323",0.2939755,NA,NA,NA
"Bryce Jarvis","27477",0.298180588235294,0.327,"REZ1",0.911867242309768
"Bryce McGowan","sa3017786",0.302238,NA,NA,NA
"Bryce Miller","29837",0.277530588235294,0.29,"REZ1",0.957002028397566
"Bryce Montes de Oca","21319",0.289932,NA,NA,NA
"Bryce Osmond","sa3020800",0.295512,NA,NA,NA
"Bryce Tassin","sa3010814",0.293526,NA,NA,NA
"Bryce Warrecker","sa3023364",0.291085,NA,NA,NA
"Brycen Mautz","sa3020710",0.292827,NA,NA,NA
"Bryse Wilson","19990",0.288902705882353,0.289,"REZ1",0.999663342153471
"Bryson Hammer","sa3022664",0.316555,NA,NA,NA
"Bubba Chandler","sa3017428",0.2928885,NA,NA,NA
"Bubba Derby","sa875183",0.291814,NA,NA,NA
"Bubba Hall","sa3020403",0.285482,NA,NA,NA
"Bubby Rossman","17179",0.288194,NA,NA,NA
"Buck Farmer","14814",0.285401764705882,0.276,"REZ1",1.03406436487639
"Burch Smith","12784",0.302963090909091,0.296,"REZ1",1.02352395577396
"CD Pelham","19820",0.295888,NA,NA,NA
"CJ Culpepper","sa3020563",0.297499,NA,NA,NA
"CJ Eldred","sa3006697",0.296814,NA,NA,NA
"CJ Mayhue","sa3020175",0.293681,NA,NA,NA
"CJ Van Eyk","sa3014713",0.2929795,NA,NA,NA
"CJ Weins","sa3023221",0.290941,NA,NA,NA
"CJ Widger","sa3020960",0.293682,NA,NA,NA
"Cade Austin","sa3023372",0.293561,NA,NA,NA
"Cade Cavalli","27473",0.290167,NA,NA,NA
"Cade Denton","sa3023047",0.314759,NA,NA,NA
"Cade Feeney","sa3023228",0.305397,NA,NA,NA
"Cade Gibson","sa3019914",0.301472,NA,NA,NA
"Cade Halemanu","sa3020328",0.29635,NA,NA,NA
"Cade Horton","sa3020860",0.286129,NA,NA,NA
"Cade Kuehler","sa3023306",0.301359,NA,NA,NA
"Cade Povich","30055",0.284646470588235,0.27,"REZ1",1.05424618736383
"Cade Smith","27867",0.282429882352941,0.256,"REZ1",1.10324172794118
"Cade Smith","sa3023371",0.292715,NA,NA,NA
"Cade Winquest","sa3020805",0.296068,NA,NA,NA
"Caden Dana","31508",0.290497529411765,0.327,"REZ1",0.888371649577262
"Caden Grice","sa3023166",0.303896,NA,NA,NA
"Caden Monke","sa3017305",0.303737,NA,NA,NA
"Cal Quantrill","19312",0.294411411764706,0.292,"REZ1",1.00825825946817
"Cale Lansville","sa3023176",0.298858,NA,NA,NA
"Caleb Baragar","19231",0.290018,NA,NA,NA
"Caleb Bolden","sa3020463",0.3020345,NA,NA,NA
"Caleb Boushley","19736",0.293854583333333,0.303,"REZ1",0.969817106710671
"Caleb Ferguson","19349",0.315369294117647,0.369,"REZ1",0.85465933365216
"Caleb Franzen","sa3020531",0.292493,NA,NA,NA
"Caleb Freeman","sa3011339",0.294293,NA,NA,NA
"Caleb Kilian","26213",0.295493294117647,0.305,"REZ1",0.968830472516876
"Caleb Sampen","sa3007965",0.300898,NA,NA,NA
"Caleb Simpson","sa738717",0.295205,NA,NA,NA
"Caleb Smith","14875",0.279752,NA,NA,NA
"Caleb Thielbar","10078",0.287923647058824,0.287,"REZ1",1.00321828243493
"Caleb Wurster","sa3016910",0.292434,NA,NA,NA
"Callum Wallace","sa3019579",0.295608,NA,NA,NA
"Calvin Coker","sa3007932",0.293656,NA,NA,NA
"Calvin Faucher","20116",0.309455529411765,0.324,"REZ1",0.955109658678286
"Calvin Ziegler","sa3018142",0.288063,NA,NA,NA
"Cam Alldred","25078",0.294647,NA,NA,NA
"Cam Bedrosian","13360",0.2925,NA,NA,NA
"Cam Booser","16061",0.289889176470588,0.269,"REZ1",1.07765493111743
"Cam Brown","sa3018260",0.296427,NA,NA,NA
"Cam Day","sa3023201",0.301441,NA,NA,NA
"Cam Opp","sa3014853",0.29454,NA,NA,NA
"Cam Robinson","sa3005216",0.2934705,NA,NA,NA
"Cam Sanders","sa3008067",0.291028,NA,NA,NA
"Cam Schlittler","sa3021981",0.287712,NA,NA,NA
"Cam Tullar","sa3022415",0.29505,NA,NA,NA
"Cam Vieaux","19529",0.296816,NA,NA,NA
"Cam Wynne","sa3017492",0.292824,NA,NA,NA
"Camden Minacci","sa3022728",0.291993,NA,NA,NA
"Cameron Bishop","sa829601",0.297678,NA,NA,NA
"Cameron Cotter","sa3021726",0.298235,NA,NA,NA
"Cameron Foster","sa3020735",0.290074,NA,NA,NA
"Cameron Junker","sa3010365",0.2966405,NA,NA,NA
"Cameron Leonard","sa3016912",0.299833,NA,NA,NA
"Cameron Wagoner","sa3019952",0.29593,NA,NA,NA
"Cameron Weston","sa3020528",0.2938365,NA,NA,NA
"Camilo Doval","21992",0.300850352941176,0.324,"REZ1",0.928550472040668
"Camilo Hernandez","sa3018899",0.299241,NA,NA,NA
"Camilo Sanchez","sa3018834",0.290285,NA,NA,NA
"Candido Cuevas","sa3018305",0.293447,NA,NA,NA
"Carl Edwards Jr","13607",0.301092916666667,0.337,"REZ1",0.893450791295747
"Carlo Reyes","sa3008713",0.2871795,NA,NA,NA
"Carlos A Francisco","sa3010827",0.290658,NA,NA,NA
"Carlos Belen","sa736746",0.291699,NA,NA,NA
"Carlos Betancourt","sa3006600",0.2890455,NA,NA,NA
"Carlos Brito","sa3019802",0.299301,NA,NA,NA
"Carlos Brito","sa3022391",0.296308,NA,NA,NA
"Carlos Calderon","sa3009713",0.299928,NA,NA,NA
"Carlos Campos","sa3005457",0.29633,NA,NA,NA
"Carlos Canales","sa3024076",0.297482,NA,NA,NA
"Carlos Carrasco","6632",0.304978235294118,0.313,"REZ1",0.974371358767149
"Carlos Castillo","sa3021500",0.303161,NA,NA,NA
"Carlos De Los Santos","sa3005448",0.295643,NA,NA,NA
"Carlos Duran","sa3006404",0.290185,NA,NA,NA
"Carlos Espinal","sa872567",0.292242,NA,NA,NA
"Carlos Espinosa","sa3019549",0.2945655,NA,NA,NA
"Carlos Estevez","14542",0.282464941176471,0.26,"REZ1",1.0864036199095
"Carlos Garcia","sa3006590",0.285113,NA,NA,NA
"Carlos Gomez","sa3006699",0.2881405,NA,NA,NA
"Carlos Gomez","sa3019733",0.297577,NA,NA,NA
"Carlos Gonzalez","sa3022036",0.298994,NA,NA,NA
"Carlos Guarate","sa3006127",0.294051,NA,NA,NA
"Carlos Guzman","sa871477",0.2882585,NA,NA,NA
"Carlos Hernandez","22713",0.289050941176471,0.282,"REZ1",1.02500333750521
"Carlos Hinestroza","sa3015503",0.298032,NA,NA,NA
"Carlos Jimenez","sa3008711",0.301206,NA,NA,NA
"Carlos Lagrange","sa3019390",0.293788,NA,NA,NA
"Carlos Lequerica","sa3023081",0.291564,NA,NA,NA
"Carlos Lomeli","sa3018108",0.298842,NA,NA,NA
"Carlos Lopez","sa3015987",0.294975,NA,NA,NA
"Carlos Luna","sa828727",0.286425,NA,NA,NA
"Carlos Marcano","sa3015509",0.293129,NA,NA,NA
"Carlos Martinez","11682",0.299519,NA,NA,NA
"Carlos Martinez","sa3015423",0.293356,NA,NA,NA
"Carlos Mateo","sa3022011",0.303385,NA,NA,NA
"Carlos Meza","sa3006410",0.296017,NA,NA,NA
"Carlos Meza","sa3019059",0.291791,NA,NA,NA
"Carlos Millan","sa3016051",0.29571,NA,NA,NA
"Carlos Molina","sa3022023",0.297062,NA,NA,NA
"Carlos Pena","sa3009519",0.2888685,NA,NA,NA
"Carlos Rey","sa3022732",0.301083,NA,NA,NA
"Carlos Rodon","16137",0.282345882352941,0.293,"REZ1",0.963637823730175
"Carlos Rodriguez","30161",0.275598705882353,0.274,"REZ1",1.00583469300129
"Carlos Rodriguez","sa3024277",0.29926,NA,NA,NA
"Carlos Romero","sa3003106",0.2872855,NA,NA,NA
"Carlos Sarmiento","sa3016593",0.298021,NA,NA,NA
"Carlos Tavera","sa3017536",0.28977,NA,NA,NA
"Carlos Torres","sa3020387",0.314845,NA,NA,NA
"Carlos Vargas","22915",0.293725411764706,0.31,"REZ1",0.947501328273245
"Carlson Reed","sa3022793",0.302337,NA,NA,NA
"Carlton Perkins","sa3022740",0.297939,NA,NA,NA
"Carmen Mlodzinski","27572",0.290767411764706,0.272,"REZ1",1.06899783737024
"Carson Carter","sa3017466",0.296849,NA,NA,NA
"Carson Coleman","sa3014857",0.287268,NA,NA,NA
"Carson Fulmer","18311",0.302430545454545,0.313,"REZ1",0.966231774615161
"Carson Hobbs","sa3023573",0.291606,NA,NA,NA
"Carson Jacobs","sa3022872",0.293391,NA,NA,NA
"Carson Palmquist","sa3020473",0.295290333333333,NA,NA,NA
"Carson Pierce","sa3023179",0.29862,NA,NA,NA
"Carson Ragsdale","sa3014922",0.293976857142857,NA,NA,NA
"Carson Rudd","sa3014812",0.288826,NA,NA,NA
"Carson Seymour","sa3017868",0.299811,NA,NA,NA
"Carson Skipper","sa3020451",0.30007,NA,NA,NA
