"name","playerid","new_L","L","Source","L_adj_rate"
"Beck Way","sa3014462",3.02605,NA,NA,NA
"Ben Anderson","sa3010560",3.5345,NA,NA,NA
"Ben Beutel","sa3019848",0.0536,NA,NA,NA
"Ben Bowden","20198",1.52535,NA,NA,NA
"Ben Braymer","20175",0.0697,NA,NA,NA
"Ben Brecht","sa3011218",0.0735,NA,NA,NA
"Ben Brown","23590",3.30868588235294,8.245,"REZ1",0.401296043948204
"Ben Brutti","sa3021478",0.0808,NA,NA,NA
"Ben Casparius","30085",1.73593270588235,1.87,"REZ1",0.928306259830135
"Ben Ethridge","sa3020820",0.0584,NA,NA,NA
"Ben Gross","sa1119979",0.0657,NA,NA,NA
"Ben Harris","sa3017779",2.02515,NA,NA,NA
"Ben Hecht","sa738501",0.0527,NA,NA,NA
"Ben Heller","15100",0.888677454545455,1.493,"REZ1",0.595229373439688
"Ben Hernandez","sa3014541",0.0556,NA,NA,NA
"Ben Holmes","sa549147",0.0542,NA,NA,NA
"Ben Joyce","31461",2.62715647058824,4.199,"REZ1",0.625662412619251
"Ben Krauth","sa918347",0.0639,NA,NA,NA
"Ben Kudrna","sa3018253",4.03605,NA,NA,NA
"Ben Leeper","sa3014907",1.02605,NA,NA,NA
"Ben Lively","14932",9.66763647058823,8.468,"REZ1",1.14166703715024
"Ben Madison","sa3008173",2.02555,NA,NA,NA
"Ben Miller","sa3017208",0.0561,NA,NA,NA
"Ben Onyshko","sa3008096",0.52595,NA,NA,NA
"Ben Peoples","sa3011784",2.536,NA,NA,NA
"Ben Petschke","sa3023452",0.0578,NA,NA,NA
"Ben Rowen","10983",0.0533,NA,NA,NA
"Ben Sears","sa3020178",0.0548,NA,NA,NA
"Ben Serunkuma","sa3019627",0.0579,NA,NA,NA
"Ben Shields","sa3023483",2.02975,NA,NA,NA
"Ben Simon","sa3023164",0.0567,NA,NA,NA
"Ben Thompson","sa3022873",0.0564,NA,NA,NA
"Ben Wereski","sa3018234",0.0563,NA,NA,NA
"Benito Garcia","sa3005891",1.52565,NA,NA,NA
"Benjamin Arias","sa3008724",0.0549,NA,NA,NA
"Benjamin Dum","sa3011795",0.0566,NA,NA,NA
"Bennett Sousa","21345",2.22578666666667,1.8,"REZ1",1.23654814814815
"Benony Robles","sa3006135",0.055,NA,NA,NA
"Bernard Jose","sa3021812",0.0579,NA,NA,NA
"Bernard Mack","sa3021771",0.0615,NA,NA,NA
"Bernardo Flores Jr","19561",0.0515,NA,NA,NA
"Bernardo Rivera","sa3024531",0.0863,NA,NA,NA
"Bernie Martinez","sa3010142",0.051,NA,NA,NA
"Biembenido  Brito","sa3019257",0.0674,NA,NA,NA
"Billy Corcoran","sa3020172",4.03535,NA,NA,NA
"Billy Lescher","sa3004471",0.0523,NA,NA,NA
"Billy Seidl","sa3020257",0.0595,NA,NA,NA
"Billy Sullivan","sa3014918",2.0265,NA,NA,NA
"Bishop Letson","sa3023526",0.0826,NA,NA,NA
"Blade Tidwell","sa3020177",4.0324,NA,NA,NA
"Bladimir Pichardo","sa3022123",0.0821,NA,NA,NA
"Blaine Knight","sa3008532",2.0258,NA,NA,NA
"Blair Calvo","25416",1.08735714285714,3.678,"REZ1",0.295638157383671
"Blair Henley","26190",2.0343,NA,NA,NA
"Blake Adams","sa3020174",3.5391,NA,NA,NA
"Blake Beers","sa3018004",4.5359,NA,NA,NA
"Blake Burkhalter","sa3020382",0.0705,NA,NA,NA
"Blake Goldsberry","sa3014978",1.02815,NA,NA,NA
"Blake Holub","sa3018147",2.02545,NA,NA,NA
"Blake Loubier","sa3011730",0.0587,NA,NA,NA
"Blake Money","sa3023127",0.0725,NA,NA,NA
"Blake Parker","5224",0.0519,NA,NA,NA
"Blake Pivaroff","sa3023080",0.0699,NA,NA,NA
"Blake Rivera","sa3008261",0.0517,NA,NA,NA
"Blake Rogers","sa876290",0.051,NA,NA,NA
"Blake Seigler","sa3017899",0.0573,NA,NA,NA
"Blake Snell","13543",6.58756,5.558,"REZ1",1.18523929471033
"Blake Taylor","16418",1.5258,NA,NA,NA
"Blake Townsend","sa3010125",1.527,NA,NA,NA
"Blake Treinen","12572",2.95211764705882,3.542,"REZ1",0.833460656990069
"Blake Walston","26270",1.87691447058824,1.032,"REZ1",1.81871557227542
"Blake Wehunt","sa3023220",2.5341,NA,NA,NA
"Blake Weiman","sa3004211",0.395954857142857,NA,NA,NA
"Blake Whiting","sa3023045",0.0579,NA,NA,NA
"Blake Whitney","sa3007966",2.02845,NA,NA,NA
"Blake Wolters","sa3023513",0.0832,NA,NA,NA
"Blake Workman","sa3007856",0.051,NA,NA,NA
"Blane Abeyta","sa3014975",3.03405,NA,NA,NA
"Blas Castano","sa3006617",2.39637571428571,NA,NA,NA
"Blayne Enlow","sa3005117",2.0343,NA,NA,NA
"Blaze Pontes","sa3020486",0.0769,NA,NA,NA
"Bo Bonds","sa3022938",0.0539,NA,NA,NA
"Bobby Ay","sa3011535",0.0559,NA,NA,NA
"Bobby Milacki","sa3007216",1.52585,NA,NA,NA
"Bobby Miller","27483",2.63220352941176,4.245,"REZ1",0.620071502806069
"Boby Johnson","sa3006983",0.0512,NA,NA,NA
"Bodi Rascon","sa3011849",0.0737,NA,NA,NA
"Bowden Francis","20548",7.78181529411765,6.258,"REZ1",1.24349876863497
"Bowen Plagge","sa3018237",0.0572,NA,NA,NA
"Brad Boxberger","10133",0.565928571428571,1.85,"REZ1",0.305907335907336
"Brad Brach","6627",0.0517,NA,NA,NA
"Brad Case","sa3007613",2.0295,NA,NA,NA
"Brad Deppermann","sa3011801",0.52555,NA,NA,NA
"Brad Hand","9111",0.608571428571429,2.006,"REZ1",0.303375587523145
"Brad Keller","15734",1.92344823529412,3.427,"REZ1",0.561262980826997
"Brad Lord","sa3020812",3.03465,NA,NA,NA
"Brad Peacock","5401",0.0603,NA,NA,NA
"Brad Wieck","16390",1.0245,NA,NA,NA
"Braden Bristo","20494",0.635928571428572,2.096,"REZ1",0.303401035986914
"Braden Carmichael","sa3023003",0.0553,NA,NA,NA
"Braden Nett","sa3020336",0.0703,NA,NA,NA
"Braden Olthoff","sa3017654",0.0724,NA,NA,NA
"Braden Scott","sa3018143",0.0512,NA,NA,NA
"Braden Shipley","15158",0.0516,NA,NA,NA
"Braden Zarbnisky","sa3014791",0.0514,NA,NA,NA
"Bradford Webb","sa3017508",0.0516,NA,NA,NA
"Bradgley Rodriguez","sa3016035",1.25924,NA,NA,NA
"Bradley Blalock","26419",2.98744941176471,2.685,"REZ1",1.11264410121591
"Bradley Brehmer","sa3020828",3.52485,NA,NA,NA
"Bradley Hanner","sa3010837",3.0261,NA,NA,NA
"Brady Basso","25582",3.06745882352941,4.493,"REZ1",0.682719524489074
"Brady Choban","sa3023212",2.02585,NA,NA,NA
"Brady Feigl","15968",2.52858333333333,2.551,"REZ1",0.991212596367438
"Brady Hill","sa3020559",0.0611,NA,NA,NA
"Brady Lail","14707",0.052,NA,NA,NA
"Brady Puckett","sa829632",0.0527,NA,NA,NA
"Brady Schanuel","sa918871",0.0697,NA,NA,NA
"Brady Singer","25377",10.4472941176471,9.381,"REZ1",1.11366529342789
"Braeden Fausnaught","sa3020598",3.53495,NA,NA,NA
"Braeden Ogle","sa917989",0.0578,NA,NA,NA
"Brahian Rijo","sa3022051",0.0632,NA,NA,NA
"Braian Salazar","sa3019741",0.0673,NA,NA,NA
"Brailin Rodriguez","sa3009238",0.0566,NA,NA,NA
"Brailyn Marquez","21896",0.0484,NA,NA,NA
"Brailyn Paulino","sa3022038",0.0717,NA,NA,NA
"Brandan Bidois","sa3015277",0.0523,NA,NA,NA
"Branden Noriega","sa3020867",0.0582,NA,NA,NA
"Brandison Polanco","sa3019279",0.061,NA,NA,NA
"Brandon Beckel","sa3023276",0.0628,NA,NA,NA
"Brandon Bielak","19866",1.49052490909091,1.361,"REZ1",1.09516892659141
"Brandon Birdsell","sa3020797",4.0337,NA,NA,NA
"Brandon Brennan","13527",0.0519,NA,NA,NA
"Brandon Dufault","sa3017257",0.0527,NA,NA,NA
"Brandon Eisert","27668",1.33690952941176,1.582,"REZ1",0.845075555886071
"Brandon Finnegan","16208",0.0618,NA,NA,NA
"Brandon Gold","sa872724",0.0696,NA,NA,NA
"Brandon Herbold","sa3021988",0.0897,NA,NA,NA
"Brandon Hughes","23460",0.988830545454546,1.192,"REZ1",0.829555826723612
"Brandon Johnson","sa3020610",2.02585,NA,NA,NA
"Brandon Kintzler","9939",0.0522,NA,NA,NA
"Brandon Knarr","sa3015005",0.0621,NA,NA,NA
"Brandon Komar","sa3010630",3.0319,NA,NA,NA
"Brandon Leibrandt","16135",1.87758333333333,1.147,"REZ1",1.63695146759663
"Brandon Neeck","sa3021978",0.052,NA,NA,NA
"Brandon Pfaadt","27782",8.22191647058824,11.373,"REZ1",0.722932952658774
"Brandon Schaeffer","sa3020751",0.0745,NA,NA,NA
"Brandon Smith","sa3021021",0.0622,NA,NA,NA
"Brandon Sproat","sa3023499",2.18564666666667,NA,NA,NA
"Brandon Waddell","18347",0.0474,NA,NA,NA
"Brandon Walter","26056",0.678357142857143,2.258,"REZ1",0.300423889662154
"Brandon White","sa3020589",0.0855,NA,NA,NA
"Brandon Williamson","25463",3.07783333333333,3.308,"REZ1",0.930421201128577
"Brandon Woodruff","16162",6.36838117647059,4.644,"REZ1",1.37131377615646
"Brandon Workman","11428",0.0528,NA,NA,NA
"Brandon Young","sa3014926",1.40386828571429,NA,NA,NA
"Brandyn Garcia","sa3022951",1.49380416666667,NA,NA,NA
"Brandyn Sittinger","19192",0.0524,NA,NA,NA
"Branneli Franco","sa3023818",0.0939,NA,NA,NA
"Brannon Jordan","sa3017814",0.0555,NA,NA,NA
"Brant Hurter","30133",3.06478588235294,3.093,"REZ1",0.99087807382895
"Braulio Salas","sa3019820",0.0849,NA,NA,NA
"Braunny Munoz","sa3006398",0.0702,NA,NA,NA
"Brawny Reyes","sa3018007",0.058,NA,NA,NA
"Braxton Ashcraft","sa3008470",1.88917757142857,NA,NA,NA
"Braxton Bragg","sa3023303",0.0729,NA,NA,NA
"Braxton Garrett","21844",3.25875,4.393,"REZ1",0.741805144548145
"Braxton Hyde","sa3020612",0.0672,NA,NA,NA
"Braxton Roxby","sa3014811",1.5251,NA,NA,NA
"Brayan Bello","23920",10.00014,8.146,"REZ1",1.22761355266388
"Brayan Cabello","sa3018304",0.0602,NA,NA,NA
"Brayan Castillo","sa3006544",2.02835,NA,NA,NA
"Brayan De Paula","sa3005070",1.5251,NA,NA,NA
"Brayan Diaz","sa3016069",0.0612,NA,NA,NA
"Brayan Medina","sa3014705",0.0938,NA,NA,NA
"Brayan Mendoza","sa3015477",0.0758,NA,NA,NA
"Brayan Narvaez","sa3022133",0.0899,NA,NA,NA
"Brayan Palencia","sa3016011",0.0623,NA,NA,NA
"Brayan Perez","sa3006100",0.0505,NA,NA,NA
"Brayan Restituyo","sa3015461",0.0572,NA,NA,NA
"Brayan Romero","sa3018313",0.0822,NA,NA,NA
"Brayan Suarez","sa3019649",0.0618,NA,NA,NA
"Braydon Fisher","sa3007929",1.8116,NA,NA,NA
"Braydon Tucker","sa3023249",0.0754,NA,NA,NA
"Brayhans Barreto","sa3022316",0.0587,NA,NA,NA
"Brayner Sanchez","sa3011366",0.056,NA,NA,NA
"Breck Eichelberger","sa3023096",0.0685,NA,NA,NA
"Breidy Encarnacion","sa3009205",0.0548,NA,NA,NA
"Breilin Arredondo","sa3021748",0.0618,NA,NA,NA
"Brenan Hanifee","22304",2.00681305882353,2.251,"REZ1",0.891520683617739
"Brendan Beck","sa3020680",0.0735,NA,NA,NA
"Brendan Cellucci","sa3011710",2.5258,NA,NA,NA
"Brendan Collins","sa3017549",0.0561,NA,NA,NA
"Brendan Hardy","sa3008290",1.5275,NA,NA,NA
"Brendan McGuigan","sa3011850",0.0604,NA,NA,NA
"Brendan McKay","20186",0.5337,NA,NA,NA
"Brendan Morse","sa3022743",0.0855,NA,NA,NA
"Brendan Nail","sa3005359",0.0571,NA,NA,NA
"Brendan White","26024",0.791857142857143,2.647,"REZ1",0.299152679583356
"Brendon Little","21574",2.40765058823529,3.361,"REZ1",0.716349475821272
"Brennan Bernardino","16835",2.2806,3.097,"REZ1",0.736390054891831
"Brent Headrick","27702",1.69693188235294,1.1,"REZ1",1.54266534759358
"Brent Honeywell","16466",1.28649109090909,1.747,"REZ1",0.736400166519228
"Brent Killam","sa3014927",0.0515,NA,NA,NA
"Brent Suter","13942",2.47255764705882,2.625,"REZ1",0.941926722689076
"Brent Teller","sa3018794",0.0614,NA,NA,NA
"Brett Anderson","8223",0.0679,NA,NA,NA
"Brett Conine","sa3008024",0.0725,NA,NA,NA
"Brett Daniels","sa3008127",0.0587,NA,NA,NA
"Brett Eibner","11369",0.0501,NA,NA,NA
"Brett Kennedy","17877",1.427125,-1.593,"REZ1",-0.895872567482737
"Brett Kerry","sa3017390",3.0362,NA,NA,NA
"Brett Lockwood","sa3015041",0.0579,NA,NA,NA
"Brett Martin","17369",0.0487,NA,NA,NA
"Brett Matthews","sa3019488",0.0609,NA,NA,NA
"Brett Schulze","sa3011195",0.0526,NA,NA,NA
"Brett Standlee","sa3017388",0.0597,NA,NA,NA
"Brett Wichrowski","sa3023366",1.5365,NA,NA,NA
"Brett de Geus","23592",2.34501682352941,2.615,"REZ1",0.896755955460578
"Brian Edgington","sa3022911",0.0778,NA,NA,NA
"Brian Fitzpatrick","sa3020265",0.0693,NA,NA,NA
"Brian Glowicki","sa3004826",0.0601,NA,NA,NA
"Brian Gonzalez","sa828794",0.0669,NA,NA,NA
"Brian Howard","sa918377",0.0519,NA,NA,NA
"Brian Keller","sa918951",0.0663,NA,NA,NA
"Brian Marconi","sa3010665",0.0541,NA,NA,NA
"Brian Moran","9646",1.024,NA,NA,NA
"Brian Van Belle","sa3014925",3.03165,NA,NA,NA
"Brock Bell","sa3011571",0.0564,NA,NA,NA
"Brock Burke","17968",2.75435882352941,2.352,"REZ1",1.17107092837135
"Brock Jones","sa3011783",0.0799,NA,NA,NA
"Brock Porter","sa3020708",0.08,NA,NA,NA
"Brock Selvidge","sa3017950",3.5328,NA,NA,NA
"Brock Stewart","16727",1.41389188235294,1.967,"REZ1",0.718806244205867
"Brock Whittlesey","sa1172219",0.0548,NA,NA,NA
"Brody Hopkins","sa3023515",0.0761,NA,NA,NA
"Brody Jessee","sa3020447",0.056,NA,NA,NA
"Brody Koerner","17748",0.053,NA,NA,NA
"Brody McCullough","sa3020599",0.0666,NA,NA,NA
"Brody Rodning","sa3004591",1.5241,NA,NA,NA
"Brooks Crawford","sa3011554",2.02805,NA,NA,NA
"Brooks Gosswein","sa3017315",0.0706,NA,NA,NA
"Brooks Kriske","21189",1.109,1.534,"REZ1",0.722946544980443
"Brooks Raley","10061",1.53019764705882,2.939,"REZ1",0.5206524828373
"Brooks Wilson","sa3006966",1.52475,NA,NA,NA
"Bruce Zimmermann","20370",1.79548218181818,2.396,"REZ1",0.749366519957505
"Brusdar Graterol","20367",1.00478811764706,2.254,"REZ1",0.445779998956104
"Bryan Abreu","16609",2.22397294117647,2.43,"REZ1",0.915215202130235
"Bryan Baker","19804",2.24519176470588,2.596,"REZ1",0.864865856974531
"Bryan Bautista","sa3018820",0.0856,NA,NA,NA
"Bryan Brickhouse","sa597825",0.0681,NA,NA,NA
"Bryan Caceres","sa3005687",0.0838,NA,NA,NA
"Bryan Chi","sa3020958",1.5293,NA,NA,NA
"Bryan Garcia","19457",0.0767,NA,NA,NA
"Bryan Hoeing","26304",2.89364352941177,2.76,"REZ1",1.04842156862745
"Bryan Hudson","19924",2.75998823529412,3.301,"REZ1",0.836106705632874
"Bryan King","25890",1.85314941176471,2.215,"REZ1",0.836636303279777
"Bryan Lucas","sa3006123",0.0562,NA,NA,NA
"Bryan Magdaleno","sa3016478",0.0482,NA,NA,NA
"Bryan Mata","sa917784",2.03355,NA,NA,NA
"Bryan Mena","sa3016613",0.0886,NA,NA,NA
"Bryan Mitchell","11479",0.0516,NA,NA,NA
"Bryan Monte De Oca","sa3021773",0.0817,NA,NA,NA
"Bryan Pena","sa3006483",0.0564,NA,NA,NA
"Bryan Perez","sa3016515",0.0866,NA,NA,NA
"Bryan Perez","sa3017014",0.058,NA,NA,NA
"Bryan Polanco","sa3016915",0.0876,NA,NA,NA
"Bryan Pope","sa3017532",0.0519,NA,NA,NA
"Bryan Rivera","sa3019382",0.0809,NA,NA,NA
"Bryan Sammons","20462",2.69925,1.07,"REZ1",2.52266355140187
"Bryan Sanchez","sa3009558",0.0797,NA,NA,NA
"Bryan Shaw","8110",1.37111129411765,1.805,"REZ1",0.759618445494541
"Bryan Woo","30279",6.78830352941177,6.706,"REZ1",1.01227311801547
"Bryant Landaeta","sa3019389",0.0618,NA,NA,NA
"Bryant Salgado","sa3017364",0.0559,NA,NA,NA
"Bryce Bonnin","sa3014453",1.5268,NA,NA,NA
"Bryce Collins","sa3023438",0.0573,NA,NA,NA
"Bryce Conley","sa3004704",0.0536,NA,NA,NA
"Bryce Elder","27779",3.49709058823529,3.343,"REZ1",1.0460935053052
"Bryce Hubbart","sa3020323",3.0386,NA,NA,NA
"Bryce Jarvis","27477",2.21787764705882,2.206,"REZ1",1.00538424617354
"Bryce McGowan","sa3017786",0.5282,NA,NA,NA
"Bryce Miller","29837",9.00816823529412,7.989,"REZ1",1.12757144014196
"Bryce Montes de Oca","21319",0.0443,NA,NA,NA
"Bryce Osmond","sa3020800",0.0742,NA,NA,NA
"Bryce Tassin","sa3010814",1.52955,NA,NA,NA
"Bryce Warrecker","sa3023364",0.0829,NA,NA,NA
"Brycen Mautz","sa3020710",0.0728,NA,NA,NA
"Bryse Wilson","19990",5.58519176470588,5.24,"REZ1",1.06587629097441
"Bryson Hammer","sa3022664",0.0576,NA,NA,NA
"Bubba Chandler","sa3017428",6.30607666666667,NA,NA,NA
"Bubba Derby","sa875183",0.0531,NA,NA,NA
"Bubba Hall","sa3020403",0.058,NA,NA,NA
"Bubby Rossman","17179",0.05,NA,NA,NA
"Buck Farmer","14814",2.20062705882353,2.676,"REZ1",0.822356897916117
"Burch Smith","12784",1.17769454545455,2.426,"REZ1",0.485447050888106
"CD Pelham","19820",0.52605,NA,NA,NA
"CJ Culpepper","sa3020563",2.53345,NA,NA,NA
"CJ Eldred","sa3006697",0.0591,NA,NA,NA
"CJ Mayhue","sa3020175",0.0611,NA,NA,NA
"CJ Van Eyk","sa3014713",2.5335,NA,NA,NA
"CJ Weins","sa3023221",0.0511,NA,NA,NA
"CJ Widger","sa3020960",0.0541,NA,NA,NA
"Cade Austin","sa3023372",0.0594,NA,NA,NA
"Cade Cavalli","27473",4.35283714285714,NA,NA,NA
"Cade Denton","sa3023047",0.0593,NA,NA,NA
"Cade Feeney","sa3023228",0.0549,NA,NA,NA
"Cade Gibson","sa3019914",2.53595,NA,NA,NA
"Cade Halemanu","sa3020328",0.0598,NA,NA,NA
"Cade Horton","sa3020860",1.5321,NA,NA,NA
"Cade Kuehler","sa3023306",0.0743,NA,NA,NA
"Cade Povich","30055",5.52403058823529,4.782,"REZ1",1.15517159938003
"Cade Smith","27867",2.44504117647059,3.34,"REZ1",0.73204825642832
"Cade Smith","sa3023371",0.0735,NA,NA,NA
"Cade Winquest","sa3020805",0.0664,NA,NA,NA
"Caden Dana","31508",5.59145058823529,4.952,"REZ1",1.12912976337546
"Caden Grice","sa3023166",0.0744,NA,NA,NA
"Caden Monke","sa3017305",0.0545,NA,NA,NA
"Cal Quantrill","19312",9.53037647058824,8.828,"REZ1",1.07956235507343
"Cale Lansville","sa3023176",0.0768,NA,NA,NA
"Caleb Baragar","19231",1.5255,NA,NA,NA
"Caleb Bolden","sa3020463",1.5324,NA,NA,NA
"Caleb Boushley","19736",3.32845833333333,2.346,"REZ1",1.41878019323672
"Caleb Ferguson","19349",2.53502941176471,1.725,"REZ1",1.46958226768968
"Caleb Franzen","sa3020531",0.0552,NA,NA,NA
"Caleb Freeman","sa3011339",1.52815,NA,NA,NA
"Caleb Kilian","26213",1.70186752941176,2.013,"REZ1",0.845438415008328
"Caleb Sampen","sa3007965",0.0662,NA,NA,NA
"Caleb Simpson","sa738717",0.0597,NA,NA,NA
"Caleb Smith","14875",0.0514,NA,NA,NA
"Caleb Thielbar","10078",2.63313294117647,2.055,"REZ1",1.28132989838271
"Caleb Wurster","sa3016910",0.059,NA,NA,NA
"Callum Wallace","sa3019579",0.0577,NA,NA,NA
"Calvin Coker","sa3007932",2.02625,NA,NA,NA
"Calvin Faucher","20116",3.29457176470588,4.473,"REZ1",0.736546336844597
"Calvin Ziegler","sa3018142",0.0708,NA,NA,NA
"Cam Alldred","25078",2.52445,NA,NA,NA
"Cam Bedrosian","13360",0.0537,NA,NA,NA
"Cam Booser","16061",3.24230235294118,2.102,"REZ1",1.54248446857335
"Cam Brown","sa3018260",0.0551,NA,NA,NA
"Cam Day","sa3023201",0.0754,NA,NA,NA
"Cam Opp","sa3014853",0.0521,NA,NA,NA
"Cam Robinson","sa3005216",1.02595,NA,NA,NA
"Cam Sanders","sa3008067",2.0275,NA,NA,NA
"Cam Schlittler","sa3021981",3.53175,NA,NA,NA
"Cam Tullar","sa3022415",0.0597,NA,NA,NA
"Cam Vieaux","19529",0.0507,NA,NA,NA
"Cam Wynne","sa3017492",0.0589,NA,NA,NA
"Camden Minacci","sa3022728",1.742464,NA,NA,NA
"Cameron Bishop","sa829601",0.0486,NA,NA,NA
"Cameron Cotter","sa3021726",3.02505,NA,NA,NA
"Cameron Foster","sa3020735",2.0312,NA,NA,NA
"Cameron Junker","sa3010365",2.0269,NA,NA,NA
"Cameron Leonard","sa3016912",0.0507,NA,NA,NA
"Cameron Wagoner","sa3019952",0.0766,NA,NA,NA
"Cameron Weston","sa3020528",4.0314,NA,NA,NA
"Camilo Doval","21992",3.28213647058824,3.442,"REZ1",0.953555046655501
"Camilo Hernandez","sa3018899",0.0574,NA,NA,NA
"Camilo Sanchez","sa3018834",0.0858,NA,NA,NA
"Candido Cuevas","sa3018305",0.0712,NA,NA,NA
"Carl Edwards Jr","13607",1.89041666666667,1.217,"REZ1",1.5533415502602
"Carlo Reyes","sa3008713",1.5264,NA,NA,NA
"Carlos A Francisco","sa3010827",1.52735,NA,NA,NA
"Carlos Belen","sa736746",0.0508,NA,NA,NA
"Carlos Betancourt","sa3006600",1.5258,NA,NA,NA
"Carlos Brito","sa3019802",0.0623,NA,NA,NA
"Carlos Brito","sa3022391",0.062,NA,NA,NA
"Carlos Calderon","sa3009713",0.075,NA,NA,NA
"Carlos Campos","sa3005457",0.0624,NA,NA,NA
"Carlos Canales","sa3024076",0.0839,NA,NA,NA
"Carlos Carrasco","6632",3.16583529411765,7.645,"REZ1",0.414105336052014
"Carlos Castillo","sa3021500",0.081,NA,NA,NA
"Carlos De Los Santos","sa3005448",0.0577,NA,NA,NA
"Carlos Duran","sa3006404",2.53205,NA,NA,NA
"Carlos Espinal","sa872567",0.0506,NA,NA,NA
"Carlos Espinosa","sa3019549",2.026,NA,NA,NA
"Carlos Estevez","14542",3.4187,4.77,"REZ1",0.716708595387841
"Carlos Garcia","sa3006590",1.5315,NA,NA,NA
"Carlos Gomez","sa3006699",2.0265,NA,NA,NA
"Carlos Gomez","sa3019733",0.0619,NA,NA,NA
"Carlos Gonzalez","sa3022036",0.0777,NA,NA,NA
"Carlos Guarate","sa3006127",0.0604,NA,NA,NA
"Carlos Guzman","sa871477",2.5249,NA,NA,NA
"Carlos Hernandez","22713",2.65674823529412,2.68,"REZ1",0.991323968393327
"Carlos Hinestroza","sa3015503",0.0689,NA,NA,NA
"Carlos Jimenez","sa3008711",0.0794,NA,NA,NA
"Carlos Lagrange","sa3019390",0.0794,NA,NA,NA
"Carlos Lequerica","sa3023081",0.0578,NA,NA,NA
"Carlos Lomeli","sa3018108",0.0607,NA,NA,NA
"Carlos Lopez","sa3015987",0.0892,NA,NA,NA
"Carlos Luna","sa828727",0.0707,NA,NA,NA
"Carlos Marcano","sa3015509",0.0762,NA,NA,NA
"Carlos Martinez","11682",0.0702,NA,NA,NA
"Carlos Martinez","sa3015423",0.0564,NA,NA,NA
"Carlos Mateo","sa3022011",0.0966,NA,NA,NA
"Carlos Meza","sa3006410",0.0521,NA,NA,NA
"Carlos Meza","sa3019059",1.53045,NA,NA,NA
"Carlos Millan","sa3016051",0.0615,NA,NA,NA
"Carlos Molina","sa3022023",0.0603,NA,NA,NA
"Carlos Pena","sa3009519",4.0346,NA,NA,NA
"Carlos Rey","sa3022732",0.0539,NA,NA,NA
"Carlos Rodon","16137",9.7748,8.342,"REZ1",1.17175737233277
"Carlos Rodriguez","30161",2.66634235294118,1.794,"REZ1",1.48625549216342
"Carlos Rodriguez","sa3024277",0.0854,NA,NA,NA
"Carlos Romero","sa3003106",1.5269,NA,NA,NA
"Carlos Sarmiento","sa3016593",0.0601,NA,NA,NA
"Carlos Tavera","sa3017536",2.53415,NA,NA,NA
"Carlos Torres","sa3020387",0.0624,NA,NA,NA
"Carlos Vargas","22915",2.47006823529412,2.105,"REZ1",1.17342909040101
"Carlson Reed","sa3022793",0.0768,NA,NA,NA
"Carlton Perkins","sa3022740",0.082,NA,NA,NA
"Carmen Mlodzinski","27572",3.68518470588235,3.084,"REZ1",1.19493667505913
"Carson Carter","sa3017466",0.0555,NA,NA,NA
"Carson Coleman","sa3014857",0.5241,NA,NA,NA
"Carson Fulmer","18311",2.41179618181818,4.729,"REZ1",0.510001307214672
"Carson Hobbs","sa3023573",0.0554,NA,NA,NA
"Carson Jacobs","sa3022872",0.0588,NA,NA,NA
"Carson Palmquist","sa3020473",2.27136,NA,NA,NA
"Carson Pierce","sa3023179",0.0677,NA,NA,NA
"Carson Ragsdale","sa3014922",2.02822328571429,NA,NA,NA
"Carson Rudd","sa3014812",2.0336,NA,NA,NA
"Carson Seymour","sa3017868",2.42006333333333,NA,NA,NA
"Carson Skipper","sa3020451",3.0266,NA,NA,NA
"Carson Spiers","27685",3.79362,5.625,"REZ1",0.674421333333333
"Carson Teel","sa3007597",0.0615,NA,NA,NA
"Carson Whisenhunt","sa3020529",1.88666333333333,NA,NA,NA
"Carter Baumler","sa3014480",0.0625,NA,NA,NA
"Carter Loewen","sa3014844",1.0281,NA,NA,NA
"Carter Spivey","sa3023477",0.082,NA,NA,NA
"Case Williams","sa3015013",0.0872,NA,NA,NA
"Casey Anderson","sa3022742",0.0799,NA,NA,NA
"Casey Cobb","sa3014868",0.0557,NA,NA,NA
"Casey Kelly","9174",4.19870833333333,2.563,"REZ1",1.63820067629081
"Casey Lawrence","11121",2.42295345454545,1.988,"REZ1",1.21878946405707
"Casey Legumina","25921",1.62057647058824,0.715,"REZ1",2.26654051830522
"Casey Mize","20492",6.53958235294118,6.04,"REZ1",1.0827123100896
"Casey Sadler","11209",0.0495,NA,NA,NA
"Casey Steward","sa3023253",0.0779,NA,NA,NA
"Caswell Smith","sa3020955",0.056,NA,NA,NA
"Cayne Ueckert","sa3010789",1.0258,NA,NA,NA
"Cedric De Grandpre","sa3020315",0.0693,NA,NA,NA
"Cesar Aquino","sa3024469",0.0856,NA,NA,NA
"Cesar Ayala","sa3015349",0.0943,NA,NA,NA
"Cesar De Jesus","sa3017767",0.0582,NA,NA,NA
"Cesar Espinal","sa3019192",0.0861,NA,NA,NA
"Cesar Gomez","sa3014799",2.02785,NA,NA,NA
"Cesar Jimenez","sa3019381",0.0801,NA,NA,NA
"Cesar Lares","sa3019384",0.0793,NA,NA,NA
"Cesar Perdomo","sa3019248",0.0688,NA,NA,NA
"Cesar Rojas","sa3019244",0.0633,NA,NA,NA
"Cesar Ruiz","sa3016590",0.0617,NA,NA,NA
"Cesar Valdez","9013",0.0492,NA,NA,NA
