"name","playerid","new_WAR","WAR","Source","WAR_adj_rate"
"Austin Peterson","sa3020868",0.38812304855,NA,NA,NA
"Austin Pope","sa3010816",0.037404875,NA,NA,NA
"Austin Pruitt","15290",-0.1256516375,0.337,"REZ1",-0.372853523738872
"Austin Roberts","sa3010254",-0.10894971,NA,NA,NA
"Austin Ross","sa3007817",-0.0032624,NA,NA,NA
"Austin Schulfer","sa3007585",0.097736605,NA,NA,NA
"Austin Smith","sa3017071",-0.204860145,NA,NA,NA
"Austin Strickland","sa3023380",-0.0162685,NA,NA,NA
"Austin Temple","sa3020263",-0.0206403,NA,NA,NA
"Austin Troesser","sa3023281",-9.99029e-05,NA,NA,NA
"Austin Vernon","sa3017138",-0.2617185,NA,NA,NA
"Austin Voth","15047",0.111427810909091,0.186,"REZ1",0.599074252199414
"Austin Warner","sa3004494",-9.99029e-05,NA,NA,NA
"Austin Warren","24937",0.07938034,0.5,"REZ1",0.15876068
"Avery Short","sa3011712",-9.99029e-05,NA,NA,NA
"Avery Weems","sa3010256",0.000423718,NA,NA,NA
"Ayendy Bravo","sa3024090",-9.99029e-05,NA,NA,NA
"Bailey Dees","sa3017946",0.11174854855,NA,NA,NA
"Bailey Falter","20070",0.95883294117647,0.874,"REZ1",1.09706286175798
"Bailey Horn","27753",0.0327374235294118,0.414,"REZ1",0.079075902244956
"Bailey Ober","21224",2.51326588235294,2.612,"REZ1",0.962199801819656
"Bailey Reid","sa3014867",-0.0188731,NA,NA,NA
"Baron Stuart","sa3020888",-0.07002545145,NA,NA,NA
"Barrett Kent","sa3023082",-9.99029e-05,NA,NA,NA
"Barrett Loseke","sa3008243",-0.004334,NA,NA,NA
"Bayant Melo","sa3022028",-9.99029e-05,NA,NA,NA
"Bayden Root","sa3023040",-0.0147468,NA,NA,NA
"Bear Bellomy","sa1170484",-0.00648857,NA,NA,NA
"Beau Brieske","26079",0.335773647058824,0.218,"REZ1",1.5402460874258
"Beau Burrows","18873",-0.07818695,NA,NA,NA
"Beau Sulser","23420",0.148685995,NA,NA,NA
"Beck Way","sa3014462",-0.2087459,NA,NA,NA
"Ben Anderson","sa3010560",0.13032104855,NA,NA,NA
"Ben Beutel","sa3019848",-0.0117983,NA,NA,NA
"Ben Bowden","20198",-0.146459305,NA,NA,NA
"Ben Braymer","20175",-9.99029e-05,NA,NA,NA
"Ben Brecht","sa3011218",-9.99029e-05,NA,NA,NA
"Ben Brown","23590",0.768262941176471,1.184,"REZ1",0.648870727344992
"Ben Brutti","sa3021478",-9.99029e-05,NA,NA,NA
"Ben Casparius","30085",0.141553505882353,0.557,"REZ1",0.254135558137079
"Ben Ethridge","sa3020820",-0.0221247,NA,NA,NA
"Ben Gross","sa1119979",-9.99029e-05,NA,NA,NA
"Ben Harris","sa3017779",-0.23585695,NA,NA,NA
"Ben Hecht","sa738501",-0.00782792,NA,NA,NA
"Ben Heller","15100",-0.0486245398181818,-0.051,"REZ1",0.953422349376114
"Ben Hernandez","sa3014541",-0.0140121,NA,NA,NA
"Ben Holmes","sa549147",-0.00395943,NA,NA,NA
"Ben Joyce","31461",0.732278470588235,1,"REZ1",0.732278470588235
"Ben Krauth","sa918347",-9.99029e-05,NA,NA,NA
"Ben Kudrna","sa3018253",-0.00720775145,NA,NA,NA
"Ben Leeper","sa3014907",-0.026196665,NA,NA,NA
"Ben Lively","14932",0.627706352941176,-0.214,"REZ1",-2.93320725673447
"Ben Madison","sa3008173",-0.236105725,NA,NA,NA
"Ben Miller","sa3017208",-0.0210658,NA,NA,NA
"Ben Onyshko","sa3008096",-0.33194169,NA,NA,NA
"Ben Peoples","sa3011784",0.05648354855,NA,NA,NA
"Ben Petschke","sa3023452",-0.0250439,NA,NA,NA
"Ben Rowen","10983",-0.00787606,NA,NA,NA
"Ben Sears","sa3020178",-0.0115129,NA,NA,NA
"Ben Serunkuma","sa3019627",-0.0223514,NA,NA,NA
"Ben Shields","sa3023483",0.59156504855,NA,NA,NA
"Ben Simon","sa3023164",-0.014903,NA,NA,NA
"Ben Thompson","sa3022873",-0.0155325,NA,NA,NA
"Ben Wereski","sa3018234",-0.0131872,NA,NA,NA
"Benito Garcia","sa3005891",-0.100114455,NA,NA,NA
"Benjamin Arias","sa3008724",-0.0161808,NA,NA,NA
"Benjamin Dum","sa3011795",-0.0186404,NA,NA,NA
"Bennett Sousa","21345",0.057689132,0.085,"REZ1",0.678695670588235
"Benony Robles","sa3006135",-0.0160451,NA,NA,NA
"Bernard Jose","sa3021812",-0.0251478,NA,NA,NA
"Bernard Mack","sa3021771",-0.03624,NA,NA,NA
"Bernardo Flores Jr","19561",-0.00725305,NA,NA,NA
"Bernardo Rivera","sa3024531",-9.99029e-05,NA,NA,NA
"Bernie Martinez","sa3010142",-0.00334274,NA,NA,NA
"Biembenido  Brito","sa3019257",-0.0301172,NA,NA,NA
"Billy Corcoran","sa3020172",0.23435604855,NA,NA,NA
"Billy Lescher","sa3004471",-0.00507835,NA,NA,NA
"Billy Seidl","sa3020257",-0.0171702,NA,NA,NA
"Billy Sullivan","sa3014918",-0.30386869,NA,NA,NA
"Bishop Letson","sa3023526",-9.99029e-05,NA,NA,NA
"Blade Tidwell","sa3020177",0.26255804855,NA,NA,NA
"Bladimir Pichardo","sa3022123",-9.99029e-05,NA,NA,NA
"Blaine Knight","sa3008532",0.02009413,NA,NA,NA
"Blair Calvo","25416",0.0815994714285714,0.291,"REZ1",0.280410554737359
"Blair Henley","26190",-0.11382245145,NA,NA,NA
"Blake Adams","sa3020174",0.32581254855,NA,NA,NA
"Blake Beers","sa3018004",-0.01407015145,NA,NA,NA
"Blake Burkhalter","sa3020382",-9.99029e-05,NA,NA,NA
"Blake Goldsberry","sa3014978",-0.114080055,NA,NA,NA
"Blake Holub","sa3018147",-0.12311973,NA,NA,NA
"Blake Loubier","sa3011730",-0.0227165,NA,NA,NA
"Blake Money","sa3023127",-9.99029e-05,NA,NA,NA
"Blake Parker","5224",-0.00563611,NA,NA,NA
"Blake Pivaroff","sa3023080",-0.0193795,NA,NA,NA
"Blake Rivera","sa3008261",-0.00582632,NA,NA,NA
"Blake Rogers","sa876290",-0.00344007,NA,NA,NA
"Blake Seigler","sa3017899",-0.0202446,NA,NA,NA
"Blake Snell","13543",3.43550117647059,4.027,"REZ1",0.853116756014549
"Blake Taylor","16418",-0.164800055,NA,NA,NA
"Blake Townsend","sa3010125",-0.24870642,NA,NA,NA
"Blake Treinen","12572",0.798893764705882,1.096,"REZ1",0.728917668527265
"Blake Walston","26270",0.0982749294117647,-0.007,"REZ1",-14.0392756302521
"Blake Wehunt","sa3023220",0.39806404855,NA,NA,NA
"Blake Weiman","sa3004211",-0.02138972,NA,NA,NA
"Blake Whiting","sa3023045",-0.0221175,NA,NA,NA
"Blake Whitney","sa3007966",-0.025308275,NA,NA,NA
"Blake Wolters","sa3023513",-9.99029e-05,NA,NA,NA
"Blake Workman","sa3007856",-0.00348425,NA,NA,NA
"Blane Abeyta","sa3014975",0.04935809855,NA,NA,NA
"Blas Castano","sa3006617",0.0886386634285714,NA,NA,NA
"Blayne Enlow","sa3005117",0.28271454855,NA,NA,NA
"Blaze Pontes","sa3020486",-9.99029e-05,NA,NA,NA
"Bo Bonds","sa3022938",-0.0128264,NA,NA,NA
"Bobby Ay","sa3011535",-0.0201678,NA,NA,NA
"Bobby Milacki","sa3007216",-0.14119409,NA,NA,NA
"Bobby Miller","27483",0.511599764705882,0.9,"REZ1",0.568444183006536
"Boby Johnson","sa3006983",-0.00406449,NA,NA,NA
"Bodi Rascon","sa3011849",-9.99029e-05,NA,NA,NA
"Bowden Francis","20548",1.40771152941176,1.42,"REZ1",0.991346147473074
"Bowen Plagge","sa3018237",-0.0201757,NA,NA,NA
"Brad Boxberger","10133",0.0889623,0.328,"REZ1",0.271226524390244
"Brad Brach","6627",-0.005143,NA,NA,NA
"Brad Case","sa3007613",-0.16224629,NA,NA,NA
"Brad Deppermann","sa3011801",-0.02853132,NA,NA,NA
"Brad Hand","9111",-0.0858439128571429,-0.298,"REZ1",0.288066821668265
"Brad Keller","15734",0.193836576470588,0.93,"REZ1",0.20842642631246
"Brad Lord","sa3020812",-0.12339795145,NA,NA,NA
"Brad Peacock","5401",-0.00627368,NA,NA,NA
"Brad Wieck","16390",-0.023663462,NA,NA,NA
"Braden Bristo","20494",0.0254502857142857,0.106,"REZ1",0.240097035040431
"Braden Carmichael","sa3023003",-0.0159099,NA,NA,NA
"Braden Nett","sa3020336",-9.99029e-05,NA,NA,NA
"Braden Olthoff","sa3017654",-9.99029e-05,NA,NA,NA
"Braden Scott","sa3018143",-0.00594089,NA,NA,NA
"Braden Shipley","15158",-0.00518064,NA,NA,NA
"Braden Zarbnisky","sa3014791",-0.00539527,NA,NA,NA
"Bradford Webb","sa3017508",-0.00523125,NA,NA,NA
"Bradgley Rodriguez","sa3016035",-0.07194168,NA,NA,NA
"Bradley Blalock","26419",0.139310505882353,0.224,"REZ1",0.621921901260504
"Bradley Brehmer","sa3020828",-0.10983021,NA,NA,NA
"Bradley Hanner","sa3010837",-0.1899335,NA,NA,NA
"Brady Basso","25582",0.4338934,0.401,"REZ1",1.08202842892768
"Brady Choban","sa3023212",-0.07405322,NA,NA,NA
"Brady Feigl","15968",0.0660715,0.567,"REZ1",0.116528218694885
"Brady Hill","sa3020559",-0.0211038,NA,NA,NA
"Brady Lail","14707",-0.00588367,NA,NA,NA
"Brady Puckett","sa829632",-0.00830362,NA,NA,NA
"Brady Schanuel","sa918871",-0.0193132,NA,NA,NA
"Brady Singer","25377",2.0579,1.387,"REZ1",1.48370583994232
"Braeden Fausnaught","sa3020598",0.04678854855,NA,NA,NA
"Braeden Ogle","sa917989",-0.00972369,NA,NA,NA
"Brahian Rijo","sa3022051",-0.0410175,NA,NA,NA
"Braian Salazar","sa3019741",-0.020786,NA,NA,NA
"Brailin Rodriguez","sa3009238",-0.0184016,NA,NA,NA
"Brailyn Marquez","21896",0.00016791,NA,NA,NA
"Brailyn Paulino","sa3022038",-0.0369042,NA,NA,NA
"Brandan Bidois","sa3015277",-0.00307748,NA,NA,NA
"Branden Noriega","sa3020867",-0.0280892,NA,NA,NA
"Brandison Polanco","sa3019279",-0.0323313,NA,NA,NA
"Brandon Beckel","sa3023276",-0.014734,NA,NA,NA
"Brandon Bielak","19866",-0.0132528181818182,0.008,"REZ1",-1.65660227272727
"Brandon Birdsell","sa3020797",0.05006704855,NA,NA,NA
"Brandon Brennan","13527",-0.00385211,NA,NA,NA
"Brandon Dufault","sa3017257",-0.00574801,NA,NA,NA
"Brandon Eisert","27668",0.0792770117647059,-0.095,"REZ1",-0.834494860681114
"Brandon Finnegan","16208",-0.00428624,NA,NA,NA
"Brandon Gold","sa872724",-9.99029e-05,NA,NA,NA
"Brandon Herbold","sa3021988",-9.99029e-05,NA,NA,NA
"Brandon Hughes","23460",0.00937831818181818,0.31,"REZ1",0.0302526392961877
"Brandon Johnson","sa3020610",-0.181325815,NA,NA,NA
"Brandon Kintzler","9939",-0.00402994,NA,NA,NA
"Brandon Knarr","sa3015005",-9.99029e-05,NA,NA,NA
"Brandon Komar","sa3010630",0.146239085,NA,NA,NA
"Brandon Leibrandt","16135",0.254260429166667,0.076,"REZ1",3.3455319627193
"Brandon Neeck","sa3021978",-0.0137179,NA,NA,NA
"Brandon Pfaadt","27782",2.19052352941176,2.202,"REZ1",0.994788160495806
"Brandon Schaeffer","sa3020751",-9.99029e-05,NA,NA,NA
"Brandon Smith","sa3021021",-0.0372179,NA,NA,NA
"Brandon Sproat","sa3023499",0.381430833333333,NA,NA,NA
"Brandon Waddell","18347",-0.00236876,NA,NA,NA
"Brandon Walter","26056",0.0344735785714286,0.112,"REZ1",0.307799808673469
"Brandon White","sa3020589",-9.99029e-05,NA,NA,NA
"Brandon Williamson","25463",0.329977123791667,0.11,"REZ1",2.9997920344697
"Brandon Woodruff","16162",2.30839411764706,1.545,"REZ1",1.49410622501428
"Brandon Workman","11428",-0.00753517,NA,NA,NA
"Brandon Young","sa3014926",0.216914755714286,NA,NA,NA
"Brandyn Garcia","sa3022951",0.0339919,NA,NA,NA
"Brandyn Sittinger","19192",-0.00663231,NA,NA,NA
"Branneli Franco","sa3023818",-9.99029e-05,NA,NA,NA
"Brannon Jordan","sa3017814",-0.0156105,NA,NA,NA
"Brant Hurter","30133",0.393055670588235,-0.033,"REZ1",-11.9107778966132
"Braulio Salas","sa3019820",-9.99029e-05,NA,NA,NA
"Braunny Munoz","sa3006398",-9.99029e-05,NA,NA,NA
"Brawny Reyes","sa3018007",-0.0226504,NA,NA,NA
"Braxton Ashcraft","sa3008470",0.465475285714286,NA,NA,NA
"Braxton Bragg","sa3023303",-9.99029e-05,NA,NA,NA
"Braxton Garrett","21844",0.797612540458333,0.939,"REZ1",0.849427625621228
"Braxton Hyde","sa3020612",-0.0160644,NA,NA,NA
"Braxton Roxby","sa3014811",-0.11128192,NA,NA,NA
"Brayan Bello","23920",2.44167647058824,2.043,"REZ1",1.19514266793355
"Brayan Cabello","sa3018304",-0.0298284,NA,NA,NA
"Brayan Castillo","sa3006544",-0.129272565,NA,NA,NA
"Brayan De Paula","sa3005070",-0.287668585,NA,NA,NA
"Brayan Diaz","sa3016069",-0.0328007,NA,NA,NA
"Brayan Medina","sa3014705",-9.99029e-05,NA,NA,NA
"Brayan Mendoza","sa3015477",-9.99029e-05,NA,NA,NA
"Brayan Narvaez","sa3022133",-9.99029e-05,NA,NA,NA
"Brayan Palencia","sa3016011",-0.0207608,NA,NA,NA
"Brayan Perez","sa3006100",-0.00361487,NA,NA,NA
"Brayan Restituyo","sa3015461",-0.0230644,NA,NA,NA
"Brayan Romero","sa3018313",-9.99029e-05,NA,NA,NA
"Brayan Suarez","sa3019649",-0.035258,NA,NA,NA
"Braydon Fisher","sa3007929",-0.069044,NA,NA,NA
"Braydon Tucker","sa3023249",-9.99029e-05,NA,NA,NA
"Brayhans Barreto","sa3022316",-0.0153385,NA,NA,NA
"Brayner Sanchez","sa3011366",-0.0209781,NA,NA,NA
"Breck Eichelberger","sa3023096",-0.0218154,NA,NA,NA
"Breidy Encarnacion","sa3009205",-0.00669927,NA,NA,NA
"Breilin Arredondo","sa3021748",-0.0352166,NA,NA,NA
"Brenan Hanifee","22304",0.272242329411765,0.334,"REZ1",0.815096794646002
"Brendan Beck","sa3020680",-9.99029e-05,NA,NA,NA
"Brendan Cellucci","sa3011710",-0.212770545,NA,NA,NA
"Brendan Collins","sa3017549",-0.0137687,NA,NA,NA
"Brendan Hardy","sa3008290",-0.115874245,NA,NA,NA
"Brendan McGuigan","sa3011850",-0.0165701,NA,NA,NA
"Brendan McKay","20186",0.15954204855,NA,NA,NA
"Brendan Morse","sa3022743",-9.99029e-05,NA,NA,NA
"Brendan Nail","sa3005359",-0.00461927,NA,NA,NA
"Brendan White","26024",0.130406292857143,0.449,"REZ1",0.290437177855552
"Brendon Little","21574",0.248139811764706,0.995,"REZ1",0.249386745492167
"Brennan Bernardino","16835",0.223873564705882,0.304,"REZ1",0.736426199690402
"Brent Headrick","27702",0.155421177647059,0.312,"REZ1",0.49814480015083
"Brent Honeywell","16466",-0.121687576363636,-0.233,"REZ1",0.522264276238783
"Brent Killam","sa3014927",-0.00415838,NA,NA,NA
"Brent Suter","13942",-0.0471829176470588,-0.651,"REZ1",0.072477600072287
"Brent Teller","sa3018794",-0.00583902,NA,NA,NA
"Brett Anderson","8223",-9.99029e-05,NA,NA,NA
"Brett Conine","sa3008024",-9.99029e-05,NA,NA,NA
"Brett Daniels","sa3008127",-0.00989135,NA,NA,NA
"Brett Eibner","11369",-0.00109018,NA,NA,NA
"Brett Kennedy","17877",0.113719033333333,0.061,"REZ1",1.86424644808743
"Brett Kerry","sa3017390",0.36752304855,NA,NA,NA
"Brett Lockwood","sa3015041",-0.0221728,NA,NA,NA
"Brett Martin","17369",0.00178146,NA,NA,NA
"Brett Matthews","sa3019488",-0.00596931,NA,NA,NA
"Brett Schulze","sa3011195",-0.00292624,NA,NA,NA
"Brett Standlee","sa3017388",-0.0148642,NA,NA,NA
"Brett Wichrowski","sa3023366",0.07583654855,NA,NA,NA
"Brett de Geus","23592",-0.00124526823529412,0.147,"REZ1",-0.00847121248499401
"Brian Edgington","sa3022911",-9.99029e-05,NA,NA,NA
"Brian Fitzpatrick","sa3020265",-9.99029e-05,NA,NA,NA
"Brian Glowicki","sa3004826",-0.00646056,NA,NA,NA
"Brian Gonzalez","sa828794",-9.99029e-05,NA,NA,NA
"Brian Howard","sa918377",-0.00605569,NA,NA,NA
"Brian Keller","sa918951",-9.99029e-05,NA,NA,NA
"Brian Marconi","sa3010665",-0.00846512,NA,NA,NA
"Brian Moran","9646",-0.05827342,NA,NA,NA
"Brian Van Belle","sa3014925",0.34868554855,NA,NA,NA
"Brock Bell","sa3011571",-0.0147948,NA,NA,NA
"Brock Burke","17968",0.555882117647059,0.87,"REZ1",0.638944962812711
"Brock Jones","sa3011783",-9.99029e-05,NA,NA,NA
"Brock Porter","sa3020708",-9.99029e-05,NA,NA,NA
"Brock Selvidge","sa3017950",0.32363654855,NA,NA,NA
"Brock Stewart","16727",0.424702917647059,0.427,"REZ1",0.994620416035267
"Brock Whittlesey","sa1172219",-0.0132445,NA,NA,NA
"Brody Hopkins","sa3023515",-9.99029e-05,NA,NA,NA
"Brody Jessee","sa3020447",-0.0142983,NA,NA,NA
"Brody Koerner","17748",-0.0079528,NA,NA,NA
"Brody McCullough","sa3020599",-9.99029e-05,NA,NA,NA
"Brody Rodning","sa3004591",-0.0592670225,NA,NA,NA
"Brooks Crawford","sa3011554",-0.23826332,NA,NA,NA
"Brooks Gosswein","sa3017315",-9.99029e-05,NA,NA,NA
"Brooks Kriske","21189",0.0605156041666667,0.852,"REZ1",0.0710277044209703
"Brooks Raley","10061",0.144677317647059,0.371,"REZ1",0.389965815760266
"Brooks Wilson","sa3006966",-0.086661597,NA,NA,NA
"Bruce Zimmermann","20370",0.282682696363636,0.352,"REZ1",0.803075841942149
"Brusdar Graterol","20367",0.281339094117647,0.399,"REZ1",0.70511051157305
"Bryan Abreu","16609",0.934382705882353,0.72,"REZ1",1.29775375816993
"Bryan Baker","19804",0.166253058823529,0.234,"REZ1",0.71048315736551
"Bryan Bautista","sa3018820",-9.99029e-05,NA,NA,NA
"Bryan Brickhouse","sa597825",-9.99029e-05,NA,NA,NA
"Bryan Caceres","sa3005687",-9.99029e-05,NA,NA,NA
"Bryan Chi","sa3020958",-0.27204737,NA,NA,NA
"Bryan Garcia","19457",-9.99029e-05,NA,NA,NA
"Bryan Hoeing","26304",0.259362176470588,0.653,"REZ1",0.39718556886767
"Bryan Hudson","19924",0.549498235294118,0.505,"REZ1",1.08811531741409
"Bryan King","25890",0.356248148235294,0.936,"REZ1",0.380606995977878
"Bryan Lucas","sa3006123",-0.0169623,NA,NA,NA
"Bryan Magdaleno","sa3016478",0.000450212,NA,NA,NA
"Bryan Mata","sa917784",0.09204704855,NA,NA,NA
"Bryan Mena","sa3016613",-9.99029e-05,NA,NA,NA
"Bryan Mitchell","11479",-0.00471894,NA,NA,NA
"Bryan Monte De Oca","sa3021773",-0.0336375,NA,NA,NA
"Bryan Pena","sa3006483",-0.0197484,NA,NA,NA
"Bryan Perez","sa3016515",-9.99029e-05,NA,NA,NA
"Bryan Perez","sa3017014",-0.0223631,NA,NA,NA
"Bryan Polanco","sa3016915",-9.99029e-05,NA,NA,NA
"Bryan Pope","sa3017532",-0.00570355,NA,NA,NA
"Bryan Rivera","sa3019382",-9.99029e-05,NA,NA,NA
"Bryan Sammons","20462",0.117875536666667,0.04,"REZ1",2.94688841666667
"Bryan Sanchez","sa3009558",-9.99029e-05,NA,NA,NA
"Bryan Shaw","8110",-0.0596451294117647,0.352,"REZ1",-0.169446390374332
"Bryan Woo","30279",1.97034352941176,1.484,"REZ1",1.32772475027747
"Bryant Landaeta","sa3019389",-0.0354145,NA,NA,NA
"Bryant Salgado","sa3017364",-0.0166254,NA,NA,NA
"Bryce Bonnin","sa3014453",-0.04836215,NA,NA,NA
"Bryce Collins","sa3023438",-0.01088,NA,NA,NA
"Bryce Conley","sa3004704",-0.00525064,NA,NA,NA
"Bryce Elder","27779",0.603151529411765,0.491,"REZ1",1.22841452018689
"Bryce Hubbart","sa3020323",-0.29891995145,NA,NA,NA
"Bryce Jarvis","27477",-0.00776568235294116,0.682,"REZ1",-0.0113866310160427
"Bryce McGowan","sa3017786",-0.20771275,NA,NA,NA
"Bryce Miller","29837",2.26998705882353,2.207,"REZ1",1.02853967323223
"Bryce Montes de Oca","21319",0.00459482,NA,NA,NA
"Bryce Osmond","sa3020800",-9.99029e-05,NA,NA,NA
"Bryce Tassin","sa3010814",-0.057911395,NA,NA,NA
"Bryce Warrecker","sa3023364",-9.99029e-05,NA,NA,NA
"Brycen Mautz","sa3020710",-9.99029e-05,NA,NA,NA
"Bryse Wilson","19990",0.418702941176471,0.408,"REZ1",1.02623269896194
"Bryson Hammer","sa3022664",-0.0121386,NA,NA,NA
"Bubba Chandler","sa3017428",0.7425095,NA,NA,NA
"Bubba Derby","sa875183",-0.00384792,NA,NA,NA
"Bubba Hall","sa3020403",-0.0189412,NA,NA,NA
"Bubby Rossman","17179",-0.00282258,NA,NA,NA
"Buck Farmer","14814",0.00591212941176471,-0.265,"REZ1",-0.0223099223085461
"Burch Smith","12784",0.170460816363636,0.683,"REZ1",0.249576597896979
"CD Pelham","19820",-0.10305836,NA,NA,NA
"CJ Culpepper","sa3020563",0.37613654855,NA,NA,NA
"CJ Eldred","sa3006697",-0.00451027,NA,NA,NA
"CJ Mayhue","sa3020175",-0.0163233,NA,NA,NA
"CJ Van Eyk","sa3014713",-0.08276795145,NA,NA,NA
"CJ Weins","sa3023221",-0.0023084,NA,NA,NA
"CJ Widger","sa3020960",-0.0140471,NA,NA,NA
"Cade Austin","sa3023372",-0.0181347,NA,NA,NA
"Cade Cavalli","27473",0.832569,NA,NA,NA
"Cade Denton","sa3023047",-0.0149609,NA,NA,NA
"Cade Feeney","sa3023228",-0.0113101,NA,NA,NA
"Cade Gibson","sa3019914",-0.12044645145,NA,NA,NA
"Cade Halemanu","sa3020328",-0.016794,NA,NA,NA
"Cade Horton","sa3020860",0.35634404855,NA,NA,NA
"Cade Kuehler","sa3023306",-9.99029e-05,NA,NA,NA
"Cade Povich","30055",0.853256235294118,0.825,"REZ1",1.03424998217469
"Cade Smith","27867",1.58597529411765,2.898,"REZ1",0.547265456907401
"Cade Smith","sa3023371",-9.99029e-05,NA,NA,NA
"Cade Winquest","sa3020805",-0.013962,NA,NA,NA
"Caden Dana","31508",0.355587294117647,0.366,"REZ1",0.971549983927997
"Caden Grice","sa3023166",-9.99029e-05,NA,NA,NA
"Caden Monke","sa3017305",-0.0126577,NA,NA,NA
"Cal Quantrill","19312",0.550365529411765,-0.171,"REZ1",-3.21851186790506
"Cale Lansville","sa3023176",-9.99029e-05,NA,NA,NA
"Caleb Baragar","19231",-0.106834985,NA,NA,NA
"Caleb Bolden","sa3020463",-0.09618095145,NA,NA,NA
"Caleb Boushley","19736",0.560610967083333,0.567,"REZ1",0.988731864344503
"Caleb Ferguson","19349",0.488308941176471,0.196,"REZ1",2.49137214885954
"Caleb Franzen","sa3020531",-0.0159595,NA,NA,NA
"Caleb Freeman","sa3011339",-0.160725165,NA,NA,NA
"Caleb Kilian","26213",0.205147517647059,0.107,"REZ1",1.91726652006597
"Caleb Sampen","sa3007965",-9.99029e-05,NA,NA,NA
"Caleb Simpson","sa738717",-0.00871124,NA,NA,NA
"Caleb Smith","14875",-0.00712845,NA,NA,NA
"Caleb Thielbar","10078",0.251986235294118,-0.074,"REZ1",-3.40521939586645
"Caleb Wurster","sa3016910",-0.0105007,NA,NA,NA
"Callum Wallace","sa3019579",-0.0283446,NA,NA,NA
"Calvin Coker","sa3007932",-0.203936895,NA,NA,NA
"Calvin Faucher","20116",0.401078588235294,0.476,"REZ1",0.842602076124567
"Calvin Ziegler","sa3018142",-9.99029e-05,NA,NA,NA
"Cam Alldred","25078",0.295124206,NA,NA,NA
"Cam Bedrosian","13360",-0.00762724,NA,NA,NA
"Cam Booser","16061",0.0853053176470588,0.471,"REZ1",0.18111532409142
"Cam Brown","sa3018260",-0.0128281,NA,NA,NA
"Cam Day","sa3023201",-9.99029e-05,NA,NA,NA
"Cam Opp","sa3014853",-0.00768043,NA,NA,NA
"Cam Robinson","sa3005216",-0.149705785,NA,NA,NA
"Cam Sanders","sa3008067",-0.10710321,NA,NA,NA
"Cam Schlittler","sa3021981",0.39036354855,NA,NA,NA
"Cam Tullar","sa3022415",-0.0172932,NA,NA,NA
"Cam Vieaux","19529",-0.00104351,NA,NA,NA
"Cam Wynne","sa3017492",-0.0162557,NA,NA,NA
"Camden Minacci","sa3022728",0.0421561806666667,NA,NA,NA
"Cameron Bishop","sa829601",-0.00272138,NA,NA,NA
"Cameron Cotter","sa3021726",0.018957895,NA,NA,NA
"Cameron Foster","sa3020735",-0.00660115145,NA,NA,NA
"Cameron Junker","sa3010365",-0.1694256,NA,NA,NA
"Cameron Leonard","sa3016912",-0.00346836,NA,NA,NA
"Cameron Wagoner","sa3019952",-9.99029e-05,NA,NA,NA
"Cameron Weston","sa3020528",0.39293204855,NA,NA,NA
"Camilo Doval","21992",0.856892117647059,1.593,"REZ1",0.537910933865071
"Camilo Hernandez","sa3018899",-0.0217886,NA,NA,NA
"Camilo Sanchez","sa3018834",-9.99029e-05,NA,NA,NA
"Candido Cuevas","sa3018305",-9.99029e-05,NA,NA,NA
"Carl Edwards Jr","13607",0.0322409125,-0.203,"REZ1",-0.158822229064039
"Carlo Reyes","sa3008713",-0.03229018,NA,NA,NA
"Carlos A Francisco","sa3010827",-0.235194025,NA,NA,NA
"Carlos Belen","sa736746",-0.00525091,NA,NA,NA
"Carlos Betancourt","sa3006600",-0.13821069,NA,NA,NA
"Carlos Brito","sa3019802",-0.0372022,NA,NA,NA
"Carlos Brito","sa3022391",-0.0357562,NA,NA,NA
"Carlos Calderon","sa3009713",-9.99029e-05,NA,NA,NA
"Carlos Campos","sa3005457",-0.0168231,NA,NA,NA
"Carlos Canales","sa3024076",-9.99029e-05,NA,NA,NA
"Carlos Carrasco","6632",0.0879414941176471,0.169,"REZ1",0.520363870518622
"Carlos Castillo","sa3021500",-9.99029e-05,NA,NA,NA
"Carlos De Los Santos","sa3005448",-0.0218312,NA,NA,NA
"Carlos Duran","sa3006404",0.07685954855,NA,NA,NA
"Carlos Espinal","sa872567",-0.00536999,NA,NA,NA
"Carlos Espinosa","sa3019549",-0.094995145,NA,NA,NA
"Carlos Estevez","14542",0.447998705882353,0.197,"REZ1",2.27410510600179
"Carlos Garcia","sa3006590",-0.3046533,NA,NA,NA
"Carlos Gomez","sa3006699",-0.29785308,NA,NA,NA
"Carlos Gomez","sa3019733",-0.0356261,NA,NA,NA
"Carlos Gonzalez","sa3022036",-0.0325455,NA,NA,NA
