"name","playerid","new_FIP","FIP","Source","FIP_adj_rate"
"Beau Sulser","23420",4.615575,NA,NA,NA
"Beck Way","sa3014462",5.186075,NA,NA,NA
"Ben Anderson","sa3010560",4.98445,NA,NA,NA
"Ben Beutel","sa3019848",5.36939,NA,NA,NA
"Ben Bowden","20198",4.789615,NA,NA,NA
"Ben Braymer","20175",5.45748,NA,NA,NA
"Ben Brecht","sa3011218",5.43046,NA,NA,NA
"Ben Brown","23590",3.67176,4.242,"REZ1",0.865572842998586
"Ben Brutti","sa3021478",6.23441,NA,NA,NA
"Ben Casparius","30085",4.41483764705882,3.171,"REZ1",1.39225406718979
"Ben Ethridge","sa3020820",6.27212,NA,NA,NA
"Ben Gross","sa1119979",4.84816,NA,NA,NA
"Ben Harris","sa3017779",5.3413,NA,NA,NA
"Ben Hecht","sa738501",5.01652,NA,NA,NA
"Ben Heller","15100",4.24274181818182,4.23,"REZ1",1.00301225016119
"Ben Hernandez","sa3014541",5.61366,NA,NA,NA
"Ben Holmes","sa549147",4.8942,NA,NA,NA
"Ben Joyce","31461",3.62549411764706,3.698,"REZ1",0.980393217319378
"Ben Krauth","sa918347",4.93504,NA,NA,NA
"Ben Kudrna","sa3018253",5.1907,NA,NA,NA
"Ben Leeper","sa3014907",4.474065,NA,NA,NA
"Ben Lively","14932",4.82674705882353,5.486,"REZ1",0.879829941455255
"Ben Madison","sa3008173",4.8752,NA,NA,NA
"Ben Miller","sa3017208",6.2422,NA,NA,NA
"Ben Onyshko","sa3008096",5.428675,NA,NA,NA
"Ben Peoples","sa3011784",5.084235,NA,NA,NA
"Ben Petschke","sa3023452",6.52619,NA,NA,NA
"Ben Rowen","10983",5.02079,NA,NA,NA
"Ben Sears","sa3020178",5.39031,NA,NA,NA
"Ben Serunkuma","sa3019627",6.31771,NA,NA,NA
"Ben Shields","sa3023483",4.301605,NA,NA,NA
"Ben Simon","sa3023164",5.54655,NA,NA,NA
"Ben Thompson","sa3022873",5.8781,NA,NA,NA
"Ben Wereski","sa3018234",5.49334,NA,NA,NA
"Benito Garcia","sa3005891",4.7287,NA,NA,NA
"Benjamin Arias","sa3008724",5.66947,NA,NA,NA
"Benjamin Dum","sa3011795",5.98249,NA,NA,NA
"Bennett Sousa","21345",4.10226133333333,4.041,"REZ1",1.01515994390827
"Benony Robles","sa3006135",5.74918,NA,NA,NA
"Bernard Jose","sa3021812",6.61086,NA,NA,NA
"Bernard Mack","sa3021771",7.58844,NA,NA,NA
"Bernardo Flores Jr","19561",4.88721,NA,NA,NA
"Bernardo Rivera","sa3024531",7.00082,NA,NA,NA
"Bernie Martinez","sa3010142",4.62135,NA,NA,NA
"Biembenido  Brito","sa3019257",7.02449,NA,NA,NA
"Billy Corcoran","sa3020172",4.90129,NA,NA,NA
"Billy Lescher","sa3004471",4.65324,NA,NA,NA
"Billy Seidl","sa3020257",6.11207,NA,NA,NA
"Billy Sullivan","sa3014918",5.32889,NA,NA,NA
"Bishop Letson","sa3023526",6.13942,NA,NA,NA
"Blade Tidwell","sa3020177",4.887805,NA,NA,NA
"Bladimir Pichardo","sa3022123",7.18396,NA,NA,NA
"Blaine Knight","sa3008532",4.78011,NA,NA,NA
"Blair Calvo","25416",4.75302857142857,5.635,"REZ1",0.843483331220687
"Blair Henley","26190",5.21981,NA,NA,NA
"Blake Adams","sa3020174",5.04835,NA,NA,NA
"Blake Beers","sa3018004",5.139655,NA,NA,NA
"Blake Burkhalter","sa3020382",5.42998,NA,NA,NA
"Blake Goldsberry","sa3014978",5.198575,NA,NA,NA
"Blake Holub","sa3018147",4.71593,NA,NA,NA
"Blake Loubier","sa3011730",6.46521,NA,NA,NA
"Blake Money","sa3023127",5.6406,NA,NA,NA
"Blake Parker","5224",4.82354,NA,NA,NA
"Blake Pivaroff","sa3023080",5.90962,NA,NA,NA
"Blake Rivera","sa3008261",4.83944,NA,NA,NA
"Blake Rogers","sa876290",4.62991,NA,NA,NA
"Blake Seigler","sa3017899",6.12717,NA,NA,NA
"Blake Snell","13543",3.36527647058824,3.099,"REZ1",1.08592335288423
"Blake Taylor","16418",5.035205,NA,NA,NA
"Blake Townsend","sa3010125",5.32277,NA,NA,NA
"Blake Treinen","12572",3.36973529411765,3.269,"REZ1",1.03081532398827
"Blake Walston","26270",4.56665647058824,5.685,"REZ1",0.80328170107093
"Blake Wehunt","sa3023220",4.62124,NA,NA,NA
"Blake Weiman","sa3004211",4.45368857142857,NA,NA,NA
"Blake Whiting","sa3023045",6.29652,NA,NA,NA
"Blake Whitney","sa3007966",4.653505,NA,NA,NA
"Blake Wolters","sa3023513",6.00718,NA,NA,NA
"Blake Workman","sa3007856",4.6338,NA,NA,NA
"Blane Abeyta","sa3014975",5.135225,NA,NA,NA
"Blas Castano","sa3006617",4.47859285714286,NA,NA,NA
"Blayne Enlow","sa3005117",4.549035,NA,NA,NA
"Blaze Pontes","sa3020486",6.08548,NA,NA,NA
"Bo Bonds","sa3022938",5.40338,NA,NA,NA
"Bobby Ay","sa3011535",5.9223,NA,NA,NA
"Bobby Milacki","sa3007216",4.950595,NA,NA,NA
"Bobby Miller","27483",4.16858470588235,4.79,"REZ1",0.870268205820951
"Boby Johnson","sa3006983",4.6849,NA,NA,NA
"Bodi Rascon","sa3011849",5.74569,NA,NA,NA
"Bowden Francis","20548",4.30158470588235,3.826,"REZ1",1.12430337320501
"Bowen Plagge","sa3018237",6.12095,NA,NA,NA
"Brad Boxberger","10133",4.81370714285714,4.569,"REZ1",1.05355814026201
"Brad Brach","6627",4.7791,NA,NA,NA
"Brad Case","sa3007613",5.243465,NA,NA,NA
"Brad Deppermann","sa3011801",4.679285,NA,NA,NA
"Brad Hand","9111",4.56614285714286,4.949,"REZ1",0.922639494270127
"Brad Keller","15734",4.43221294117647,3.925,"REZ1",1.12922622705133
"Brad Lord","sa3020812",5.09025,NA,NA,NA
"Brad Peacock","5401",4.87897,NA,NA,NA
"Brad Wieck","16390",4.368595,NA,NA,NA
"Braden Bristo","20494",4.88408571428571,4.785,"REZ1",1.02070756829378
"Braden Carmichael","sa3023003",5.73706,NA,NA,NA
"Braden Nett","sa3020336",5.2797,NA,NA,NA
"Braden Olthoff","sa3017654",5.19719,NA,NA,NA
"Braden Scott","sa3018143",4.84956,NA,NA,NA
"Braden Shipley","15158",4.56006,NA,NA,NA
"Braden Zarbnisky","sa3014791",4.80227,NA,NA,NA
"Bradford Webb","sa3017508",4.78689,NA,NA,NA
"Bradgley Rodriguez","sa3016035",4.61262,NA,NA,NA
"Bradley Blalock","26419",4.90736823529412,4.325,"REZ1",1.13465161509691
"Bradley Brehmer","sa3020828",4.729675,NA,NA,NA
"Bradley Hanner","sa3010837",4.829245,NA,NA,NA
"Brady Basso","25582",4.16086470588235,5.014,"REZ1",0.829849362960182
"Brady Choban","sa3023212",4.729715,NA,NA,NA
"Brady Feigl","15968",4.36023333333333,3.544,"REZ1",1.23031414597442
"Brady Hill","sa3020559",6.56675,NA,NA,NA
"Brady Lail","14707",4.8454,NA,NA,NA
"Brady Puckett","sa829632",5.05869,NA,NA,NA
"Brady Schanuel","sa918871",6.04222,NA,NA,NA
"Brady Singer","25377",4.29914705882353,4.493,"REZ1",0.956854453332635
"Braeden Fausnaught","sa3020598",5.32002,NA,NA,NA
"Braeden Ogle","sa917989",5.18475,NA,NA,NA
"Brahian Rijo","sa3022051",8.0322,NA,NA,NA
"Braian Salazar","sa3019741",6.21707,NA,NA,NA
"Brailin Rodriguez","sa3009238",5.96099,NA,NA,NA
"Brailyn Marquez","21896",4.31319,NA,NA,NA
"Brailyn Paulino","sa3022038",7.64994,NA,NA,NA
"Brandan Bidois","sa3015277",4.62466,NA,NA,NA
"Branden Noriega","sa3020867",6.6935,NA,NA,NA
"Brandison Polanco","sa3019279",7.22781,NA,NA,NA
"Brandon Beckel","sa3023276",5.83402,NA,NA,NA
"Brandon Bielak","19866",5.03380545454545,5.672,"REZ1",0.887483331196307
"Brandon Birdsell","sa3020797",4.93949,NA,NA,NA
"Brandon Brennan","13527",4.76329,NA,NA,NA
"Brandon Dufault","sa3017257",4.98519,NA,NA,NA
"Brandon Eisert","27668",3.99859764705882,3.819,"REZ1",1.04702740169123
"Brandon Finnegan","16208",4.92399,NA,NA,NA
"Brandon Gold","sa872724",4.95298,NA,NA,NA
"Brandon Herbold","sa3021988",6.95755,NA,NA,NA
"Brandon Hughes","23460",4.42463272727273,3.782,"REZ1",1.16991875390606
"Brandon Johnson","sa3020610",4.8609,NA,NA,NA
"Brandon Kintzler","9939",4.68186,NA,NA,NA
"Brandon Knarr","sa3015005",4.66642,NA,NA,NA
"Brandon Komar","sa3010630",5.01649,NA,NA,NA
"Brandon Leibrandt","16135",4.53289166666667,4.794,"REZ1",0.94553434849117
"Brandon Neeck","sa3021978",5.66497,NA,NA,NA
"Brandon Pfaadt","27782",3.78212823529412,3.819,"REZ1",0.990345178134098
"Brandon Schaeffer","sa3020751",5.3748,NA,NA,NA
"Brandon Smith","sa3021021",7.679,NA,NA,NA
"Brandon Sproat","sa3023499",4.30971833333333,NA,NA,NA
"Brandon Waddell","18347",4.44435,NA,NA,NA
"Brandon Walter","26056",4.2062,4.7,"REZ1",0.894936170212766
"Brandon White","sa3020589",5.96565,NA,NA,NA
"Brandon Williamson","25463",4.8542125,4.556,"REZ1",1.06545489464442
"Brandon Woodruff","16162",3.88035529411765,4.871,"REZ1",0.796623956911855
"Brandon Workman","11428",4.99059,NA,NA,NA
"Brandon Young","sa3014926",4.0207,NA,NA,NA
"Brandyn Garcia","sa3022951",4.39721333333333,NA,NA,NA
"Brandyn Sittinger","19192",4.91158,NA,NA,NA
"Branneli Franco","sa3023818",7.06647,NA,NA,NA
"Brannon Jordan","sa3017814",5.7102,NA,NA,NA
"Brant Hurter","30133",3.86761411764706,4.515,"REZ1",0.856614422513191
"Braulio Salas","sa3019820",6.97936,NA,NA,NA
"Braunny Munoz","sa3006398",5.74786,NA,NA,NA
"Brawny Reyes","sa3018007",6.3448,NA,NA,NA
"Braxton Ashcraft","sa3008470",3.93153,NA,NA,NA
"Braxton Bragg","sa3023303",5.49658,NA,NA,NA
"Braxton Garrett","21844",3.93026666666667,4.195,"REZ1",0.93689312673818
"Braxton Hyde","sa3020612",6.09125,NA,NA,NA
"Braxton Roxby","sa3014811",4.42286,NA,NA,NA
"Brayan Bello","23920",3.80250705882353,3.502,"REZ1",1.08581012530655
"Brayan Cabello","sa3018304",6.99802,NA,NA,NA
"Brayan Castillo","sa3006544",5.4796,NA,NA,NA
"Brayan De Paula","sa3005070",5.295015,NA,NA,NA
"Brayan Diaz","sa3016069",7.271,NA,NA,NA
"Brayan Medina","sa3014705",7.11929,NA,NA,NA
"Brayan Mendoza","sa3015477",5.17326,NA,NA,NA
"Brayan Narvaez","sa3022133",6.7754,NA,NA,NA
"Brayan Palencia","sa3016011",5.78862,NA,NA,NA
"Brayan Perez","sa3006100",4.6444,NA,NA,NA
"Brayan Restituyo","sa3015461",6.21121,NA,NA,NA
"Brayan Romero","sa3018313",5.9495,NA,NA,NA
"Brayan Suarez","sa3019649",7.49764,NA,NA,NA
"Braydon Fisher","sa3007929",4.651472,NA,NA,NA
"Braydon Tucker","sa3023249",5.84968,NA,NA,NA
"Brayhans Barreto","sa3022316",5.68582,NA,NA,NA
"Brayner Sanchez","sa3011366",6.08124,NA,NA,NA
"Breck Eichelberger","sa3023096",6.30956,NA,NA,NA
"Breidy Encarnacion","sa3009205",4.91057,NA,NA,NA
"Breilin Arredondo","sa3021748",7.4938,NA,NA,NA
"Brenan Hanifee","22304",3.86723411764706,4.139,"REZ1",0.934340207211176
"Brendan Beck","sa3020680",5.56745,NA,NA,NA
"Brendan Cellucci","sa3011710",5.05346,NA,NA,NA
"Brendan Collins","sa3017549",5.64045,NA,NA,NA
"Brendan Hardy","sa3008290",5.11195,NA,NA,NA
"Brendan McGuigan","sa3011850",5.7963,NA,NA,NA
"Brendan McKay","20186",4.59426,NA,NA,NA
"Brendan Morse","sa3022743",7.08016,NA,NA,NA
"Brendan Nail","sa3005359",4.7329,NA,NA,NA
"Brendan White","26024",4.21675,4.865,"REZ1",0.866752312435766
"Brendon Little","21574",4.18305411764706,4.532,"REZ1",0.923003997715591
"Brennan Bernardino","16835",3.92106,3.647,"REZ1",1.07514669591445
"Brent Headrick","27702",4.22228941176471,4.211,"REZ1",1.00268093368908
"Brent Honeywell","16466",4.98719090909091,5.079,"REZ1",0.981923785999392
"Brent Killam","sa3014927",4.84045,NA,NA,NA
"Brent Suter","13942",4.58598588235294,5.084,"REZ1",0.902042856481696
"Brent Teller","sa3018794",4.84056,NA,NA,NA
"Brett Anderson","8223",4.70847,NA,NA,NA
"Brett Conine","sa3008024",5.43585,NA,NA,NA
"Brett Daniels","sa3008127",5.19965,NA,NA,NA
"Brett Eibner","11369",4.42344,NA,NA,NA
"Brett Kennedy","17877",4.95546666666667,4.934,"REZ1",1.00435076341035
"Brett Kerry","sa3017390",5.0446,NA,NA,NA
"Brett Lockwood","sa3015041",6.30064,NA,NA,NA
"Brett Martin","17369",4.173,NA,NA,NA
"Brett Matthews","sa3019488",4.85297,NA,NA,NA
"Brett Schulze","sa3011195",4.5847,NA,NA,NA
"Brett Standlee","sa3017388",5.28202,NA,NA,NA
"Brett Wichrowski","sa3023366",5.177735,NA,NA,NA
"Brett de Geus","23592",4.39033176470588,4.099,"REZ1",1.0710738630656
"Brian Edgington","sa3022911",5.73541,NA,NA,NA
"Brian Fitzpatrick","sa3020265",5.46506,NA,NA,NA
"Brian Glowicki","sa3004826",4.89549,NA,NA,NA
"Brian Gonzalez","sa828794",5.27549,NA,NA,NA
"Brian Howard","sa918377",4.8597,NA,NA,NA
"Brian Keller","sa918951",4.7938,NA,NA,NA
"Brian Marconi","sa3010665",5.07301,NA,NA,NA
"Brian Moran","9646",4.60161,NA,NA,NA
"Brian Van Belle","sa3014925",4.585405,NA,NA,NA
"Brock Bell","sa3011571",5.97726,NA,NA,NA
"Brock Burke","17968",3.94671058823529,4.011,"REZ1",0.983971724815581
"Brock Jones","sa3011783",6.41589,NA,NA,NA
"Brock Porter","sa3020708",6.02904,NA,NA,NA
"Brock Selvidge","sa3017950",4.856995,NA,NA,NA
"Brock Stewart","16727",3.53123882352941,4.064,"REZ1",0.868907190829087
"Brock Whittlesey","sa1172219",5.49845,NA,NA,NA
"Brody Hopkins","sa3023515",5.5273,NA,NA,NA
"Brody Jessee","sa3020447",5.92906,NA,NA,NA
"Brody Koerner","17748",5.02759,NA,NA,NA
"Brody McCullough","sa3020599",4.77466,NA,NA,NA
"Brody Rodning","sa3004591",4.561265,NA,NA,NA
"Brooks Crawford","sa3011554",5.50392,NA,NA,NA
"Brooks Gosswein","sa3017315",5.30465,NA,NA,NA
"Brooks Kriske","21189",4.3648125,4.317,"REZ1",1.01107539958304
"Brooks Raley","10061",4.10575764705882,4.148,"REZ1",0.989816211923535
"Brooks Wilson","sa3006966",4.503995,NA,NA,NA
"Bruce Zimmermann","20370",4.20408909090909,4.039,"REZ1",1.04087375362939
"Brusdar Graterol","20367",3.44436352941176,3.808,"REZ1",0.904507229362333
"Bryan Abreu","16609",3.50655176470588,4.335,"REZ1",0.808893140647262
"Bryan Baker","19804",4.20663764705882,5.301,"REZ1",0.793555488975443
"Bryan Bautista","sa3018820",6.91397,NA,NA,NA
"Bryan Brickhouse","sa597825",4.84391,NA,NA,NA
"Bryan Caceres","sa3005687",6.1628,NA,NA,NA
"Bryan Chi","sa3020958",5.477915,NA,NA,NA
"Bryan Garcia","19457",5.55672,NA,NA,NA
"Bryan Hoeing","26304",4.17703647058824,4.139,"REZ1",1.00918977303412
"Bryan Hudson","19924",3.58648235294118,3.405,"REZ1",1.05329878206789
"Bryan King","25890",3.83683058823529,3.251,"REZ1",1.18020011942027
"Bryan Lucas","sa3006123",5.83154,NA,NA,NA
"Bryan Magdaleno","sa3016478",4.33124,NA,NA,NA
"Bryan Mata","sa917784",4.87698,NA,NA,NA
"Bryan Mena","sa3016613",6.3446,NA,NA,NA
"Bryan Mitchell","11479",4.74259,NA,NA,NA
"Bryan Monte De Oca","sa3021773",7.34808,NA,NA,NA
"Bryan Pena","sa3006483",6.08238,NA,NA,NA
"Bryan Perez","sa3016515",5.894,NA,NA,NA
"Bryan Perez","sa3017014",6.31877,NA,NA,NA
"Bryan Polanco","sa3016915",6.56839,NA,NA,NA
"Bryan Pope","sa3017532",4.82859,NA,NA,NA
"Bryan Rivera","sa3019382",6.12606,NA,NA,NA
"Bryan Sammons","20462",4.75071666666667,5.395,"REZ1",0.880577695396973
"Bryan Sanchez","sa3009558",6.36426,NA,NA,NA
"Bryan Shaw","8110",5.38546235294118,5.78,"REZ1",0.931740891512314
"Bryan Woo","30279",3.85198117647059,4.3,"REZ1",0.895809575923392
"Bryant Landaeta","sa3019389",7.51209,NA,NA,NA
"Bryant Salgado","sa3017364",5.80127,NA,NA,NA
"Bryce Bonnin","sa3014453",4.954855,NA,NA,NA
"Bryce Collins","sa3023438",5.52911,NA,NA,NA
"Bryce Conley","sa3004704",4.7886,NA,NA,NA
"Bryce Elder","27779",4.08588705882353,3.95,"REZ1",1.03440178704393
"Bryce Hubbart","sa3020323",6.263175,NA,NA,NA
"Bryce Jarvis","27477",4.65447529411765,4.474,"REZ1",1.04033868889532
"Bryce McGowan","sa3017786",5.457375,NA,NA,NA
"Bryce Miller","29837",3.97150352941177,4.258,"REZ1",0.932715718509104
"Bryce Montes de Oca","21319",3.84127,NA,NA,NA
"Bryce Osmond","sa3020800",5.31299,NA,NA,NA
"Bryce Tassin","sa3010814",4.796645,NA,NA,NA
"Bryce Warrecker","sa3023364",6.47014,NA,NA,NA
"Brycen Mautz","sa3020710",5.41578,NA,NA,NA
"Bryse Wilson","19990",4.81476588235294,4.609,"REZ1",1.04464436588261
"Bryson Hammer","sa3022664",5.7224,NA,NA,NA
"Bubba Chandler","sa3017428",4.45452333333333,NA,NA,NA
"Bubba Derby","sa875183",4.66582,NA,NA,NA
"Bubba Hall","sa3020403",6.10805,NA,NA,NA
"Bubby Rossman","17179",4.7494,NA,NA,NA
"Buck Farmer","14814",4.43543411764706,4.693,"REZ1",0.945117007808877
"Burch Smith","12784",4.53381636363636,4.634,"REZ1",0.978380743123945
"CD Pelham","19820",4.91321,NA,NA,NA
"CJ Culpepper","sa3020563",4.441855,NA,NA,NA
"CJ Eldred","sa3006697",4.72419,NA,NA,NA
"CJ Mayhue","sa3020175",5.77415,NA,NA,NA
"CJ Van Eyk","sa3014713",5.125415,NA,NA,NA
"CJ Weins","sa3023221",4.41217,NA,NA,NA
"CJ Widger","sa3020960",5.20998,NA,NA,NA
"Cade Austin","sa3023372",6.05469,NA,NA,NA
"Cade Cavalli","27473",4.19861,NA,NA,NA
"Cade Denton","sa3023047",5.98667,NA,NA,NA
"Cade Feeney","sa3023228",5.43091,NA,NA,NA
"Cade Gibson","sa3019914",5.184635,NA,NA,NA
"Cade Halemanu","sa3020328",5.81641,NA,NA,NA
"Cade Horton","sa3020860",4.34399,NA,NA,NA
"Cade Kuehler","sa3023306",5.72519,NA,NA,NA
"Cade Povich","30055",4.42094470588235,4.852,"REZ1",0.911159255128267
"Cade Smith","27867",2.91414470588235,3.037,"REZ1",0.95954715373143
"Cade Smith","sa3023371",5.63581,NA,NA,NA
"Cade Winquest","sa3020805",5.47318,NA,NA,NA
"Caden Dana","31508",5.01630235294118,5.078,"REZ1",0.987850010425596
"Caden Grice","sa3023166",5.58174,NA,NA,NA
"Caden Monke","sa3017305",5.49251,NA,NA,NA
"Cal Quantrill","19312",5.03615058823529,5.82,"REZ1",0.865317970487164
"Cale Lansville","sa3023176",5.4697,NA,NA,NA
"Caleb Baragar","19231",5.064495,NA,NA,NA
"Caleb Bolden","sa3020463",5.069425,NA,NA,NA
"Caleb Boushley","19736",4.469775,4.374,"REZ1",1.02189643347051
"Caleb Ferguson","19349",3.56855411764706,3.995,"REZ1",0.89325509828462
"Caleb Franzen","sa3020531",5.7415,NA,NA,NA
"Caleb Freeman","sa3011339",5.293385,NA,NA,NA
"Caleb Kilian","26213",4.10048470588235,3.401,"REZ1",1.2056703045817
"Caleb Sampen","sa3007965",4.75132,NA,NA,NA
"Caleb Simpson","sa738717",5.09485,NA,NA,NA
"Caleb Smith","14875",4.95458,NA,NA,NA
"Caleb Thielbar","10078",3.99860588235294,5.016,"REZ1",0.797170231729055
"Caleb Wurster","sa3016910",5.25384,NA,NA,NA
"Callum Wallace","sa3019579",7.00901,NA,NA,NA
"Calvin Coker","sa3007932",4.984,NA,NA,NA
"Calvin Faucher","20116",3.84434941176471,3.685,"REZ1",1.0432427168968
"Calvin Ziegler","sa3018142",5.49589,NA,NA,NA
"Cam Alldred","25078",4.395605,NA,NA,NA
"Cam Bedrosian","13360",4.99875,NA,NA,NA
"Cam Booser","16061",4.41904588235294,4.28,"REZ1",1.03248735568994
"Cam Brown","sa3018260",5.32952,NA,NA,NA
"Cam Day","sa3023201",6.14317,NA,NA,NA
"Cam Opp","sa3014853",5.00346,NA,NA,NA
"Cam Robinson","sa3005216",4.864885,NA,NA,NA
"Cam Sanders","sa3008067",4.869305,NA,NA,NA
"Cam Schlittler","sa3021981",4.707415,NA,NA,NA
"Cam Tullar","sa3022415",5.86127,NA,NA,NA
"Cam Vieaux","19529",4.44579,NA,NA,NA
"Cam Wynne","sa3017492",5.76808,NA,NA,NA
"Camden Minacci","sa3022728",4.42739666666667,NA,NA,NA
"Cameron Bishop","sa829601",4.4808,NA,NA,NA
"Cameron Cotter","sa3021726",4.14431,NA,NA,NA
"Cameron Foster","sa3020735",5.040345,NA,NA,NA
"Cameron Junker","sa3010365",5.283895,NA,NA,NA
"Cameron Leonard","sa3016912",4.51445,NA,NA,NA
"Cameron Wagoner","sa3019952",5.57649,NA,NA,NA
"Cameron Weston","sa3020528",4.435025,NA,NA,NA
"Camilo Doval","21992",3.34478352941176,3.604,"REZ1",0.928075341124241
"Camilo Hernandez","sa3018899",6.09959,NA,NA,NA
"Camilo Sanchez","sa3018834",6.48995,NA,NA,NA
"Candido Cuevas","sa3018305",6.0861,NA,NA,NA
"Carl Edwards Jr","13607",5.15499583333333,8.243,"REZ1",0.625378604068098
"Carlo Reyes","sa3008713",4.581955,NA,NA,NA
"Carlos A Francisco","sa3010827",5.34856,NA,NA,NA
"Carlos Belen","sa736746",4.8325,NA,NA,NA
"Carlos Betancourt","sa3006600",4.86759,NA,NA,NA
"Carlos Brito","sa3019802",7.67755,NA,NA,NA
"Carlos Brito","sa3022391",7.54368,NA,NA,NA
"Carlos Calderon","sa3009713",5.97231,NA,NA,NA
"Carlos Campos","sa3005457",5.81902,NA,NA,NA
"Carlos Canales","sa3024076",7.34234,NA,NA,NA
"Carlos Carrasco","6632",4.88499058823529,5.419,"REZ1",0.901456096740228
"Carlos Castillo","sa3021500",6.12324,NA,NA,NA
"Carlos De Los Santos","sa3005448",6.2706,NA,NA,NA
"Carlos Duran","sa3006404",5.05445,NA,NA,NA
"Carlos Espinal","sa872567",4.88835,NA,NA,NA
"Carlos Espinosa","sa3019549",4.89723,NA,NA,NA
"Carlos Estevez","14542",3.96163176470588,4.412,"REZ1",0.897921977494534
"Carlos Garcia","sa3006590",5.497435,NA,NA,NA
"Carlos Gomez","sa3006699",5.41595,NA,NA,NA
"Carlos Gomez","sa3019733",7.53166,NA,NA,NA
"Carlos Gonzalez","sa3022036",7.24751,NA,NA,NA
"Carlos Guarate","sa3006127",6.0819,NA,NA,NA
"Carlos Guzman","sa871477",5.03112,NA,NA,NA
"Carlos Hernandez","22713",4.29860117647059,4.989,"REZ1",0.861615790032188
"Carlos Hinestroza","sa3015503",7.32139,NA,NA,NA
"Carlos Jimenez","sa3008711",6.07721,NA,NA,NA
"Carlos Lagrange","sa3019390",6.19956,NA,NA,NA
"Carlos Lequerica","sa3023081",5.95105,NA,NA,NA
"Carlos Lomeli","sa3018108",5.91877,NA,NA,NA
"Carlos Lopez","sa3015987",7.0917,NA,NA,NA
"Carlos Luna","sa828727",5.24096,NA,NA,NA
"Carlos Marcano","sa3015509",5.39277,NA,NA,NA
"Carlos Martinez","11682",4.97409,NA,NA,NA
"Carlos Martinez","sa3015423",6.65036,NA,NA,NA
"Carlos Mateo","sa3022011",7.55216,NA,NA,NA
"Carlos Meza","sa3006410",5.07914,NA,NA,NA
"Carlos Meza","sa3019059",6.3771,NA,NA,NA
"Carlos Millan","sa3016051",7.40695,NA,NA,NA
"Carlos Molina","sa3022023",7.19677,NA,NA,NA
"Carlos Pena","sa3009519",5.01626,NA,NA,NA
"Carlos Rey","sa3022732",5.65376,NA,NA,NA
"Carlos Rodon","16137",4.14399764705882,4.56,"REZ1",0.908771413828689
"Carlos Rodriguez","30161",4.60589882352941,4.705,"REZ1",0.978937050697006
"Carlos Rodriguez","sa3024277",6.86516,NA,NA,NA
"Carlos Romero","sa3003106",5.24817,NA,NA,NA
"Carlos Sarmiento","sa3016593",7.14796,NA,NA,NA
"Carlos Tavera","sa3017536",5.49411,NA,NA,NA
"Carlos Torres","sa3020387",5.78221,NA,NA,NA
"Carlos Vargas","22915",4.42496117647059,5.266,"REZ1",0.84028886754094
"Carlson Reed","sa3022793",5.31236,NA,NA,NA
"Carlton Perkins","sa3022740",6.17804,NA,NA,NA
"Carmen Mlodzinski","27572",4.11660470588235,4.458,"REZ1",0.923419628955216
"Carson Carter","sa3017466",5.71139,NA,NA,NA
"Carson Coleman","sa3014857",4.41321,NA,NA,NA
"Carson Fulmer","18311",4.73650545454545,4.96,"REZ1",0.954940615835777
"Carson Hobbs","sa3023573",5.95709,NA,NA,NA
"Carson Jacobs","sa3022872",5.90208,NA,NA,NA
"Carson Palmquist","sa3020473",5.08309333333333,NA,NA,NA
"Carson Pierce","sa3023179",5.27914,NA,NA,NA
"Carson Ragsdale","sa3014922",4.08565142857143,NA,NA,NA
"Carson Rudd","sa3014812",5.93135,NA,NA,NA
"Carson Seymour","sa3017868",4.07881333333333,NA,NA,NA
"Carson Skipper","sa3020451",4.74481,NA,NA,NA
"Carson Spiers","27685",4.86388117647059,5.034,"REZ1",0.966206034261142
"Carson Teel","sa3007597",4.93785,NA,NA,NA
"Carson Whisenhunt","sa3020529",4.03318833333333,NA,NA,NA
"Carter Baumler","sa3014480",5.59702,NA,NA,NA
"Carter Loewen","sa3014844",4.991345,NA,NA,NA
"Carter Spivey","sa3023477",5.83586,NA,NA,NA
"Case Williams","sa3015013",5.9954,NA,NA,NA
"Casey Anderson","sa3022742",5.89842,NA,NA,NA
"Casey Cobb","sa3014868",5.01056,NA,NA,NA
"Casey Kelly","9174",5.07852083333333,4.524,"REZ1",1.12257312849985
"Casey Lawrence","11121",4.80360181818182,4.053,"REZ1",1.18519659960074
"Casey Legumina","25921",4.56870823529412,4.981,"REZ1",0.917227110077117
"Casey Mize","20492",4.10542470588235,3.492,"REZ1",1.17566572333401
"Casey Sadler","11209",4.2978,NA,NA,NA
"Casey Steward","sa3023253",5.99337,NA,NA,NA
"Caswell Smith","sa3020955",5.93856,NA,NA,NA
"Cayne Ueckert","sa3010789",4.877155,NA,NA,NA
