"name","playerid","new_W","W","Source","W_adj_rate"
"Ben Anderson","sa3010560",2.0258,NA,NA,NA
"Ben Beutel","sa3019848",0.0441,NA,NA,NA
"Ben Bowden","20198",1.02355,NA,NA,NA
"Ben Braymer","20175",0.0443,NA,NA,NA
"Ben Brecht","sa3011218",0.0473,NA,NA,NA
"Ben Brown","23590",3.17973294117647,5.387,"REZ1",0.59026043088481
"Ben Brutti","sa3021478",0.0385,NA,NA,NA
"Ben Casparius","30085",1.95865647058824,2.892,"REZ1",0.677267106012529
"Ben Ethridge","sa3020820",0.0393,NA,NA,NA
"Ben Gross","sa1119979",0.0483,NA,NA,NA
"Ben Harris","sa3017779",1.5238,NA,NA,NA
"Ben Hecht","sa738501",0.0451,NA,NA,NA
"Ben Heller","15100",0.958867672727273,1.942,"REZ1",0.493752663608276
"Ben Hernandez","sa3014541",0.0422,NA,NA,NA
"Ben Holmes","sa549147",0.0435,NA,NA,NA
"Ben Joyce","31461",2.82200705882353,3.46,"REZ1",0.815608976538592
"Ben Krauth","sa918347",0.0499,NA,NA,NA
"Ben Kudrna","sa3018253",2.52465,NA,NA,NA
"Ben Leeper","sa3014907",1.52405,NA,NA,NA
"Ben Lively","14932",7.13747058823529,2.383,"REZ1",2.99516180790403
"Ben Madison","sa3008173",1.52335,NA,NA,NA
"Ben Miller","sa3017208",0.0417,NA,NA,NA
"Ben Onyshko","sa3008096",0.52295,NA,NA,NA
"Ben Peoples","sa3011784",2.02475,NA,NA,NA
"Ben Petschke","sa3023452",0.0398,NA,NA,NA
"Ben Rowen","10983",0.0445,NA,NA,NA
"Ben Sears","sa3020178",0.0429,NA,NA,NA
"Ben Serunkuma","sa3019627",0.0398,NA,NA,NA
"Ben Shields","sa3023483",2.52955,NA,NA,NA
"Ben Simon","sa3023164",0.0456,NA,NA,NA
"Ben Thompson","sa3022873",0.0413,NA,NA,NA
"Ben Wereski","sa3018234",0.0436,NA,NA,NA
"Benito Garcia","sa3005891",1.52325,NA,NA,NA
"Benjamin Arias","sa3008724",0.0429,NA,NA,NA
"Benjamin Dum","sa3011795",0.0411,NA,NA,NA
"Bennett Sousa","21345",2.207772,0.97,"REZ1",2.27605360824742
"Benony Robles","sa3006135",0.0427,NA,NA,NA
"Bernard Jose","sa3021812",0.0398,NA,NA,NA
"Bernard Mack","sa3021771",0.0361,NA,NA,NA
"Bernardo Flores Jr","19561",0.0464,NA,NA,NA
"Bernardo Rivera","sa3024531",0.0315,NA,NA,NA
"Bernie Martinez","sa3010142",0.0469,NA,NA,NA
"Biembenido  Brito","sa3019257",0.0359,NA,NA,NA
"Billy Corcoran","sa3020172",3.5254,NA,NA,NA
"Billy Lescher","sa3004471",0.0455,NA,NA,NA
"Billy Seidl","sa3020257",0.0381,NA,NA,NA
"Billy Sullivan","sa3014918",1.02235,NA,NA,NA
"Bishop Letson","sa3023526",0.0388,NA,NA,NA
"Blade Tidwell","sa3020177",3.52775,NA,NA,NA
"Bladimir Pichardo","sa3022123",0.0314,NA,NA,NA
"Blaine Knight","sa3008532",1.0231,NA,NA,NA
"Blair Calvo","25416",1.53085714285714,5.241,"REZ1",0.292092566849293
"Blair Henley","26190",1.5264,NA,NA,NA
"Blake Adams","sa3020174",2.52175,NA,NA,NA
"Blake Beers","sa3018004",3.52455,NA,NA,NA
"Blake Burkhalter","sa3020382",0.0509,NA,NA,NA
"Blake Goldsberry","sa3014978",0.52315,NA,NA,NA
"Blake Holub","sa3018147",1.52345,NA,NA,NA
"Blake Loubier","sa3011730",0.039,NA,NA,NA
"Blake Money","sa3023127",0.0459,NA,NA,NA
"Blake Parker","5224",0.0459,NA,NA,NA
"Blake Pivaroff","sa3023080",0.0395,NA,NA,NA
"Blake Rivera","sa3008261",0.0461,NA,NA,NA
"Blake Rogers","sa876290",0.0468,NA,NA,NA
"Blake Seigler","sa3017899",0.0404,NA,NA,NA
"Blake Snell","13543",11.0486235294118,10.745,"REZ1",1.02825719212767
"Blake Taylor","16418",1.0231,NA,NA,NA
"Blake Townsend","sa3010125",0.5219,NA,NA,NA
"Blake Treinen","12572",4.76333411764706,5.292,"REZ1",0.900100929260593
"Blake Walston","26270",1.91915647058824,0.681,"REZ1",2.81814459704587
"Blake Wehunt","sa3023220",2.52655,NA,NA,NA
"Blake Weiman","sa3004211",0.735979857142857,NA,NA,NA
"Blake Whiting","sa3023045",0.0398,NA,NA,NA
"Blake Whitney","sa3007966",1.5238,NA,NA,NA
"Blake Wolters","sa3023513",0.0389,NA,NA,NA
"Blake Workman","sa3007856",0.0468,NA,NA,NA
"Blane Abeyta","sa3014975",3.02595,NA,NA,NA
"Blas Castano","sa3006617",2.03332371428571,NA,NA,NA
"Blayne Enlow","sa3005117",1.5264,NA,NA,NA
"Blaze Pontes","sa3020486",0.0394,NA,NA,NA
"Bo Bonds","sa3022938",0.0439,NA,NA,NA
"Bobby Ay","sa3011535",0.0418,NA,NA,NA
"Bobby Milacki","sa3007216",1.0231,NA,NA,NA
"Bobby Miller","27483",3.25198705882353,4.599,"REZ1",0.707107427445864
"Boby Johnson","sa3006983",0.0466,NA,NA,NA
"Bodi Rascon","sa3011849",0.0474,NA,NA,NA
"Bowden Francis","20548",8.56045058823529,5.344,"REZ1",1.60188072384642
"Bowen Plagge","sa3018237",0.0405,NA,NA,NA
"Brad Boxberger","10133",0.865357142857143,2.915,"REZ1",0.296863513844646
"Brad Brach","6627",0.0461,NA,NA,NA
"Brad Case","sa3007613",1.02255,NA,NA,NA
"Brad Deppermann","sa3011801",0.02335,NA,NA,NA
"Brad Hand","9111",0.574214285714286,1.889,"REZ1",0.303977917265371
"Brad Keller","15734",2.08553894117647,5.188,"REZ1",0.401992856818903
"Brad Lord","sa3020812",1.52605,NA,NA,NA
"Brad Peacock","5401",0.0479,NA,NA,NA
"Brad Wieck","16390",1.0244,NA,NA,NA
"Braden Bristo","20494",0.2425,0.734,"REZ1",0.330381471389646
"Braden Carmichael","sa3023003",0.0424,NA,NA,NA
"Braden Nett","sa3020336",0.051,NA,NA,NA
"Braden Olthoff","sa3017654",0.0475,NA,NA,NA
"Braden Scott","sa3018143",0.0466,NA,NA,NA
"Braden Shipley","15158",0.0463,NA,NA,NA
"Braden Zarbnisky","sa3014791",0.0464,NA,NA,NA
"Bradford Webb","sa3017508",0.0463,NA,NA,NA
"Bradgley Rodriguez","sa3016035",0.84952,NA,NA,NA
"Bradley Blalock","26419",2.11807952941176,3.167,"REZ1",0.668796820148963
"Bradley Brehmer","sa3020828",2.5241,NA,NA,NA
"Bradley Hanner","sa3010837",2.5228,NA,NA,NA
"Brady Basso","25582",2.92216235294118,2.452,"REZ1",1.19174647346704
"Brady Choban","sa3023212",1.52305,NA,NA,NA
"Brady Feigl","15968",1.44904166666667,1.07,"REZ1",1.3542445482866
"Brady Hill","sa3020559",0.0365,NA,NA,NA
"Brady Lail","14707",0.0458,NA,NA,NA
"Brady Puckett","sa829632",0.0451,NA,NA,NA
"Brady Schanuel","sa918871",0.0405,NA,NA,NA
"Brady Singer","25377",8.65220235294118,6.711,"REZ1",1.28925679525275
"Braeden Fausnaught","sa3020598",2.5257,NA,NA,NA
"Braeden Ogle","sa917989",0.0456,NA,NA,NA
"Brahian Rijo","sa3022051",0.0343,NA,NA,NA
"Braian Salazar","sa3019741",0.0418,NA,NA,NA
"Brailin Rodriguez","sa3009238",0.0411,NA,NA,NA
"Brailyn Marquez","21896",0.0495,NA,NA,NA
"Brailyn Paulino","sa3022038",0.0325,NA,NA,NA
"Brandan Bidois","sa3015277",0.0455,NA,NA,NA
"Branden Noriega","sa3020867",0.0394,NA,NA,NA
"Brandison Polanco","sa3019279",0.0366,NA,NA,NA
"Brandon Beckel","sa3023276",0.0432,NA,NA,NA
"Brandon Bielak","19866",1.04697290909091,0.603,"REZ1",1.73627348107945
"Brandon Birdsell","sa3020797",3.02685,NA,NA,NA
"Brandon Brennan","13527",0.0459,NA,NA,NA
"Brandon Dufault","sa3017257",0.0451,NA,NA,NA
"Brandon Eisert","27668",1.11406282352941,0.522,"REZ1",2.13421996844715
"Brandon Finnegan","16208",0.0443,NA,NA,NA
"Brandon Gold","sa872724",0.0504,NA,NA,NA
"Brandon Herbold","sa3021988",0.0306,NA,NA,NA
"Brandon Hughes","23460",1.03062023636364,2.231,"REZ1",0.461954386536816
"Brandon Johnson","sa3020610",1.52305,NA,NA,NA
"Brandon Kintzler","9939",0.0464,NA,NA,NA
"Brandon Knarr","sa3015005",0.0525,NA,NA,NA
"Brandon Komar","sa3010630",2.0241,NA,NA,NA
"Brandon Leibrandt","16135",1.592375,1.928,"REZ1",0.825920643153527
"Brandon Neeck","sa3021978",0.0458,NA,NA,NA
"Brandon Pfaadt","27782",8.85294470588235,9.457,"REZ1",0.936126118841319
"Brandon Schaeffer","sa3020751",0.0461,NA,NA,NA
"Brandon Smith","sa3021021",0.0353,NA,NA,NA
"Brandon Sproat","sa3023499",1.98543666666667,NA,NA,NA
"Brandon Waddell","18347",0.0505,NA,NA,NA
"Brandon Walter","26056",0.508428571428571,1.651,"REZ1",0.307951890629056
"Brandon White","sa3020589",0.0356,NA,NA,NA
"Brandon Williamson","25463",2.15220833333333,2.788,"REZ1",0.771954208512673
"Brandon Woodruff","16162",7.92213647058824,5.192,"REZ1",1.5258352216079
"Brandon Workman","11428",0.045,NA,NA,NA
"Brandon Young","sa3014926",1.579882,NA,NA,NA
"Brandyn Garcia","sa3022951",1.33812633333333,NA,NA,NA
"Brandyn Sittinger","19192",0.0454,NA,NA,NA
"Branneli Franco","sa3023818",0.0288,NA,NA,NA
"Brannon Jordan","sa3017814",0.0422,NA,NA,NA
"Brant Hurter","30133",3.14452117647059,2.39,"REZ1",1.31569923701698
"Braulio Salas","sa3019820",0.0319,NA,NA,NA
"Braunny Munoz","sa3006398",0.0424,NA,NA,NA
"Brawny Reyes","sa3018007",0.0396,NA,NA,NA
"Braxton Ashcraft","sa3008470",1.83511871428571,NA,NA,NA
"Braxton Bragg","sa3023303",0.0478,NA,NA,NA
"Braxton Garrett","21844",2.881875,4.648,"REZ1",0.620024741824441
"Braxton Hyde","sa3020612",0.0365,NA,NA,NA
"Braxton Roxby","sa3014811",1.02385,NA,NA,NA
"Brayan Bello","23920",10.2935529411765,8.508,"REZ1",1.20986752952239
"Brayan Cabello","sa3018304",0.0374,NA,NA,NA
"Brayan Castillo","sa3006544",1.0205,NA,NA,NA
"Brayan De Paula","sa3005070",1.02385,NA,NA,NA
"Brayan Diaz","sa3016069",0.0364,NA,NA,NA
"Brayan Medina","sa3014705",0.0284,NA,NA,NA
"Brayan Mendoza","sa3015477",0.0448,NA,NA,NA
"Brayan Narvaez","sa3022133",0.0322,NA,NA,NA
"Brayan Palencia","sa3016011",0.0405,NA,NA,NA
"Brayan Perez","sa3006100",0.0474,NA,NA,NA
"Brayan Restituyo","sa3015461",0.0406,NA,NA,NA
"Brayan Romero","sa3018313",0.0391,NA,NA,NA
"Brayan Suarez","sa3019649",0.0358,NA,NA,NA
"Braydon Fisher","sa3007929",1.3993,NA,NA,NA
"Braydon Tucker","sa3023249",0.0448,NA,NA,NA
"Brayhans Barreto","sa3022316",0.0432,NA,NA,NA
"Brayner Sanchez","sa3011366",0.0417,NA,NA,NA
"Breck Eichelberger","sa3023096",0.0403,NA,NA,NA
"Breidy Encarnacion","sa3009205",0.043,NA,NA,NA
"Breilin Arredondo","sa3021748",0.0358,NA,NA,NA
"Brenan Hanifee","22304",2.34288588235294,3.86,"REZ1",0.606965254495581
"Brendan Beck","sa3020680",0.0482,NA,NA,NA
"Brendan Cellucci","sa3011710",1.5231,NA,NA,NA
"Brendan Collins","sa3017549",0.0416,NA,NA,NA
"Brendan Hardy","sa3008290",0.52135,NA,NA,NA
"Brendan McGuigan","sa3011850",0.0418,NA,NA,NA
"Brendan McKay","20186",1.02695,NA,NA,NA
"Brendan Morse","sa3022743",0.031,NA,NA,NA
"Brendan Nail","sa3005359",0.049,NA,NA,NA
"Brendan White","26024",0.484928571428571,1.574,"REZ1",0.308086767108368
"Brendon Little","21574",3.01050941176471,4.507,"REZ1",0.667963037888774
"Brennan Bernardino","16835",2.83547176470588,3.352,"REZ1",0.845904464411063
"Brent Headrick","27702",2.08036823529412,2.457,"REZ1",0.846710718475424
"Brent Honeywell","16466",1.03499981818182,0.527,"REZ1",1.96394652406417
"Brent Killam","sa3014927",0.0464,NA,NA,NA
"Brent Suter","13942",2.36091882352941,1.701,"REZ1",1.3879593318809
"Brent Teller","sa3018794",0.0489,NA,NA,NA
"Brett Anderson","8223",0.0535,NA,NA,NA
"Brett Conine","sa3008024",0.0451,NA,NA,NA
"Brett Daniels","sa3008127",0.045,NA,NA,NA
"Brett Eibner","11369",0.0477,NA,NA,NA
"Brett Kennedy","17877",1.71929166666667,2.694,"REZ1",0.638192897797575
"Brett Kerry","sa3017390",2.0241,NA,NA,NA
"Brett Lockwood","sa3015041",0.0398,NA,NA,NA
"Brett Martin","17369",0.0496,NA,NA,NA
"Brett Matthews","sa3019488",0.0486,NA,NA,NA
"Brett Schulze","sa3011195",0.0479,NA,NA,NA
"Brett Standlee","sa3017388",0.0432,NA,NA,NA
"Brett Wichrowski","sa3023366",1.5243,NA,NA,NA
"Brett de Geus","23592",1.87071082352941,3.093,"REZ1",0.604820828816493
"Brian Edgington","sa3022911",0.0441,NA,NA,NA
"Brian Fitzpatrick","sa3020265",0.046,NA,NA,NA
"Brian Glowicki","sa3004826",0.0479,NA,NA,NA
"Brian Gonzalez","sa828794",0.0505,NA,NA,NA
"Brian Howard","sa918377",0.0459,NA,NA,NA
"Brian Keller","sa918951",0.0528,NA,NA,NA
"Brian Marconi","sa3010665",0.0458,NA,NA,NA
"Brian Moran","9646",0.52495,NA,NA,NA
"Brian Van Belle","sa3014925",2.5253,NA,NA,NA
"Brock Bell","sa3011571",0.0414,NA,NA,NA
"Brock Burke","17968",3.15343764705882,3.583,"REZ1",0.880110981596099
"Brock Jones","sa3011783",0.0379,NA,NA,NA
"Brock Porter","sa3020708",0.0414,NA,NA,NA
"Brock Selvidge","sa3017950",3.0278,NA,NA,NA
"Brock Stewart","16727",2.33453647058824,2.53,"REZ1",0.92274168797954
"Brock Whittlesey","sa1172219",0.0429,NA,NA,NA
"Brody Hopkins","sa3023515",0.0457,NA,NA,NA
"Brody Jessee","sa3020447",0.0418,NA,NA,NA
"Brody Koerner","17748",0.0448,NA,NA,NA
"Brody McCullough","sa3020599",0.0532,NA,NA,NA
"Brody Rodning","sa3004591",1.0248,NA,NA,NA
"Brooks Crawford","sa3011554",1.02175,NA,NA,NA
"Brooks Gosswein","sa3017315",0.0482,NA,NA,NA
"Brooks Kriske","21189",1.14979166666667,1.774,"REZ1",0.648135099586622
"Brooks Raley","10061",1.15847941176471,1.664,"REZ1",0.696201569570136
"Brooks Wilson","sa3006966",1.52415,NA,NA,NA
"Bruce Zimmermann","20370",1.48764654545455,2.061,"REZ1",0.721808124917295
"Brusdar Graterol","20367",2.16319188235294,4.819,"REZ1",0.448888126655518
"Bryan Abreu","16609",3.71066470588235,3.635,"REZ1",1.02081559996763
"Bryan Baker","19804",2.41970823529412,3.086,"REZ1",0.784092104761542
"Bryan Bautista","sa3018820",0.0337,NA,NA,NA
"Bryan Brickhouse","sa597825",0.0521,NA,NA,NA
"Bryan Caceres","sa3005687",0.0377,NA,NA,NA
"Bryan Chi","sa3020958",0.52265,NA,NA,NA
"Bryan Garcia","19457",0.0451,NA,NA,NA
"Bryan Hoeing","26304",3.07382,3.653,"REZ1",0.841450862304955
"Bryan Hudson","19924",3.48847529411765,3.952,"REZ1",0.882711359847583
"Bryan King","25890",2.20114470588235,3.278,"REZ1",0.671490148225245
"Bryan Lucas","sa3006123",0.0416,NA,NA,NA
"Bryan Magdaleno","sa3016478",0.0496,NA,NA,NA
"Bryan Mata","sa917784",1.0255,NA,NA,NA
"Bryan Mena","sa3016613",0.0312,NA,NA,NA
"Bryan Mitchell","11479",0.0462,NA,NA,NA
"Bryan Monte De Oca","sa3021773",0.0307,NA,NA,NA
"Bryan Pena","sa3006483",0.0413,NA,NA,NA
"Bryan Perez","sa3016515",0.0357,NA,NA,NA
"Bryan Perez","sa3017014",0.0397,NA,NA,NA
"Bryan Polanco","sa3016915",0.0335,NA,NA,NA
"Bryan Pope","sa3017532",0.0459,NA,NA,NA
"Bryan Rivera","sa3019382",0.039,NA,NA,NA
"Bryan Sammons","20462",2.62470833333333,3.129,"REZ1",0.838832960477256
"Bryan Sanchez","sa3009558",0.0357,NA,NA,NA
"Bryan Shaw","8110",1.03176282352941,0.838,"REZ1",1.23122055313772
"Bryan Woo","30279",8.07316588235294,6.153,"REZ1",1.31206986548886
"Bryant Landaeta","sa3019389",0.0358,NA,NA,NA
"Bryant Salgado","sa3017364",0.0418,NA,NA,NA
"Bryce Bonnin","sa3014453",1.02365,NA,NA,NA
"Bryce Collins","sa3023438",0.0404,NA,NA,NA
"Bryce Conley","sa3004704",0.0465,NA,NA,NA
"Bryce Elder","27779",3.78264588235294,4.03,"REZ1",0.938621807035469
"Bryce Hubbart","sa3020323",1.0203,NA,NA,NA
"Bryce Jarvis","27477",2.28436117647059,2.126,"REZ1",1.07448785346688
"Bryce McGowan","sa3017786",0.52065,NA,NA,NA
"Bryce Miller","29837",10.6794705882353,10.31,"REZ1",1.03583613852913
"Bryce Montes de Oca","21319",0.0536,NA,NA,NA
"Bryce Osmond","sa3020800",0.0475,NA,NA,NA
"Bryce Tassin","sa3010814",1.02415,NA,NA,NA
"Bryce Warrecker","sa3023364",0.0392,NA,NA,NA
"Brycen Mautz","sa3020710",0.0488,NA,NA,NA
"Bryse Wilson","19990",3.6349,3.696,"REZ1",0.983468614718615
"Bryson Hammer","sa3022664",0.0401,NA,NA,NA
"Bubba Chandler","sa3017428",4.99563833333333,NA,NA,NA
"Bubba Derby","sa875183",0.0474,NA,NA,NA
"Bubba Hall","sa3020403",0.0397,NA,NA,NA
"Bubby Rossman","17179",0.0478,NA,NA,NA
"Buck Farmer","14814",2.03557294117647,1.824,"REZ1",1.1159939370485
"Burch Smith","12784",1.71193472727273,4.101,"REZ1",0.41744324000798
"CD Pelham","19820",0.52285,NA,NA,NA
"CJ Culpepper","sa3020563",2.02705,NA,NA,NA
"CJ Eldred","sa3006697",0.0487,NA,NA,NA
"CJ Mayhue","sa3020175",0.0428,NA,NA,NA
"CJ Van Eyk","sa3014713",2.0255,NA,NA,NA
"CJ Weins","sa3023221",0.0468,NA,NA,NA
"CJ Widger","sa3020960",0.0436,NA,NA,NA
"Cade Austin","sa3023372",0.0424,NA,NA,NA
"Cade Cavalli","27473",3.83792285714286,NA,NA,NA
"Cade Denton","sa3023047",0.0384,NA,NA,NA
"Cade Feeney","sa3023228",0.0429,NA,NA,NA
"Cade Gibson","sa3019914",1.52335,NA,NA,NA
"Cade Halemanu","sa3020328",0.0417,NA,NA,NA
"Cade Horton","sa3020860",1.52845,NA,NA,NA
"Cade Kuehler","sa3023306",0.0474,NA,NA,NA
"Cade Povich","30055",5.54162117647059,5.498,"REZ1",1.0079340080885
"Cade Smith","27867",4.69646235294118,7.536,"REZ1",0.62320360309729
"Cade Smith","sa3023371",0.0477,NA,NA,NA
"Cade Winquest","sa3020805",0.0455,NA,NA,NA
"Caden Dana","31508",4.15038470588235,3.746,"REZ1",1.10795106937596
"Caden Grice","sa3023166",0.0469,NA,NA,NA
"Caden Monke","sa3017305",0.0432,NA,NA,NA
"Cal Quantrill","19312",6.38608705882353,3.874,"REZ1",1.6484478726958
"Cale Lansville","sa3023176",0.0432,NA,NA,NA
"Caleb Baragar","19231",1.0234,NA,NA,NA
"Caleb Bolden","sa3020463",1.024,NA,NA,NA
"Caleb Boushley","19736",2.61429166666667,0.566,"REZ1",4.61888987043581
"Caleb Ferguson","19349",2.64612235294118,2.15,"REZ1",1.23075458276334
"Caleb Franzen","sa3020531",0.0426,NA,NA,NA
"Caleb Freeman","sa3011339",1.0207,NA,NA,NA
"Caleb Kilian","26213",1.20835282352941,0.623,"REZ1",1.93957114531206
"Caleb Sampen","sa3007965",0.0513,NA,NA,NA
"Caleb Simpson","sa738717",0.0461,NA,NA,NA
"Caleb Smith","14875",0.0468,NA,NA,NA
"Caleb Thielbar","10078",2.87682823529412,2.733,"REZ1",1.05262650394955
"Caleb Wurster","sa3016910",0.0459,NA,NA,NA
"Callum Wallace","sa3019579",0.04,NA,NA,NA
"Calvin Coker","sa3007932",1.02265,NA,NA,NA
"Calvin Faucher","20116",2.66242,3.415,"REZ1",0.779625183016105
"Calvin Ziegler","sa3018142",0.0507,NA,NA,NA
"Cam Alldred","25078",2.0245,NA,NA,NA
"Cam Bedrosian","13360",0.0453,NA,NA,NA
"Cam Booser","16061",2.81498117647059,2.668,"REZ1",1.05509039597848
"Cam Brown","sa3018260",0.0426,NA,NA,NA
"Cam Day","sa3023201",0.044,NA,NA,NA
"Cam Opp","sa3014853",0.0457,NA,NA,NA
"Cam Robinson","sa3005216",1.02295,NA,NA,NA
"Cam Sanders","sa3008067",1.5226,NA,NA,NA
"Cam Schlittler","sa3021981",3.5286,NA,NA,NA
"Cam Tullar","sa3022415",0.0422,NA,NA,NA
"Cam Vieaux","19529",0.0471,NA,NA,NA
"Cam Wynne","sa3017492",0.0421,NA,NA,NA
"Camden Minacci","sa3022728",1.34913333333333,NA,NA,NA
"Cameron Bishop","sa829601",0.0492,NA,NA,NA
"Cameron Cotter","sa3021726",3.02385,NA,NA,NA
"Cameron Foster","sa3020735",1.5261,NA,NA,NA
"Cameron Junker","sa3010365",1.022,NA,NA,NA
"Cameron Leonard","sa3016912",0.0471,NA,NA,NA
"Cameron Wagoner","sa3019952",0.0448,NA,NA,NA
"Cameron Weston","sa3020528",3.52805,NA,NA,NA
"Camilo Doval","21992",4.60585176470588,5.389,"REZ1",0.854676519707902
"Camilo Hernandez","sa3018899",0.0403,NA,NA,NA
"Camilo Sanchez","sa3018834",0.0341,NA,NA,NA
"Candido Cuevas","sa3018305",0.0438,NA,NA,NA
"Carl Edwards Jr","13607",1.44583333333333,-1.444,"REZ1",-1.00126962142198
"Carlo Reyes","sa3008713",1.0243,NA,NA,NA
"Carlos A Francisco","sa3010827",1.52285,NA,NA,NA
"Carlos Belen","sa736746",0.0471,NA,NA,NA
"Carlos Betancourt","sa3006600",1.0231,NA,NA,NA
"Carlos Brito","sa3019802",0.0353,NA,NA,NA
"Carlos Brito","sa3022391",0.0356,NA,NA,NA
"Carlos Calderon","sa3009713",0.0419,NA,NA,NA
"Carlos Campos","sa3005457",0.0416,NA,NA,NA
"Carlos Canales","sa3024076",0.0301,NA,NA,NA
"Carlos Carrasco","6632",1.64619211764706,2.925,"REZ1",0.562800723981901
"Carlos Castillo","sa3021500",0.0361,NA,NA,NA
"Carlos De Los Santos","sa3005448",0.04,NA,NA,NA
"Carlos Duran","sa3006404",1.52855,NA,NA,NA
"Carlos Espinal","sa872567",0.0472,NA,NA,NA
"Carlos Espinosa","sa3019549",1.52295,NA,NA,NA
"Carlos Estevez","14542",4.10430941176471,4.287,"REZ1",0.957384980584256
"Carlos Garcia","sa3006590",1.0224,NA,NA,NA
"Carlos Gomez","sa3006699",1.0224,NA,NA,NA
"Carlos Gomez","sa3019733",0.0357,NA,NA,NA
"Carlos Gonzalez","sa3022036",0.0324,NA,NA,NA
"Carlos Guarate","sa3006127",0.0404,NA,NA,NA
"Carlos Guzman","sa871477",1.524,NA,NA,NA
"Carlos Hernandez","22713",2.28375411764706,2.949,"REZ1",0.774416452237049
"Carlos Hinestroza","sa3015503",0.0343,NA,NA,NA
"Carlos Jimenez","sa3008711",0.0374,NA,NA,NA
"Carlos Lagrange","sa3019390",0.042,NA,NA,NA
"Carlos Lequerica","sa3023081",0.0399,NA,NA,NA
"Carlos Lomeli","sa3018108",0.0411,NA,NA,NA
"Carlos Lopez","sa3015987",0.0311,NA,NA,NA
"Carlos Luna","sa828727",0.0488,NA,NA,NA
"Carlos Marcano","sa3015509",0.0449,NA,NA,NA
"Carlos Martinez","11682",0.0513,NA,NA,NA
"Carlos Martinez","sa3015423",0.0413,NA,NA,NA
"Carlos Mateo","sa3022011",0.0229,NA,NA,NA
"Carlos Meza","sa3006410",0.0457,NA,NA,NA
"Carlos Meza","sa3019059",1.51835,NA,NA,NA
"Carlos Millan","sa3016051",0.0361,NA,NA,NA
"Carlos Molina","sa3022023",0.0373,NA,NA,NA
"Carlos Pena","sa3009519",2.52475,NA,NA,NA
"Carlos Rey","sa3022732",0.0439,NA,NA,NA
"Carlos Rodon","16137",10.6036658823529,7.609,"REZ1",1.39356891606689
"Carlos Rodriguez","30161",2.34329929411765,1.589,"REZ1",1.4747006256247
"Carlos Rodriguez","sa3024277",0.0336,NA,NA,NA
"Carlos Romero","sa3003106",0.522,NA,NA,NA
"Carlos Sarmiento","sa3016593",0.0375,NA,NA,NA
"Carlos Tavera","sa3017536",1.52295,NA,NA,NA
"Carlos Torres","sa3020387",0.0387,NA,NA,NA
"Carlos Vargas","22915",2.64627058823529,3.088,"REZ1",0.856952910697958
"Carlson Reed","sa3022793",0.045,NA,NA,NA
"Carlton Perkins","sa3022740",0.0349,NA,NA,NA
"Carmen Mlodzinski","27572",3.54260117647059,3.745,"REZ1",0.945954920285871
"Carson Carter","sa3017466",0.0422,NA,NA,NA
"Carson Coleman","sa3014857",1.02485,NA,NA,NA
"Carson Fulmer","18311",1.97950181818182,5.109,"REZ1",0.38745386928593
"Carson Hobbs","sa3023573",0.0441,NA,NA,NA
"Carson Jacobs","sa3022872",0.0388,NA,NA,NA
"Carson Palmquist","sa3020473",1.81116,NA,NA,NA
"Carson Pierce","sa3023179",0.0471,NA,NA,NA
"Carson Ragsdale","sa3014922",1.61104271428571,NA,NA,NA
"Carson Rudd","sa3014812",1.02105,NA,NA,NA
"Carson Seymour","sa3017868",1.90562333333333,NA,NA,NA
"Carson Skipper","sa3020451",2.0223,NA,NA,NA
"Carson Spiers","27685",2.90284705882353,4.555,"REZ1",0.637288048040292
"Carson Teel","sa3007597",0.0475,NA,NA,NA
"Carson Whisenhunt","sa3020529",1.70507,NA,NA,NA
"Carter Baumler","sa3014480",0.0447,NA,NA,NA
"Carter Loewen","sa3014844",1.02435,NA,NA,NA
"Carter Spivey","sa3023477",0.04,NA,NA,NA
"Case Williams","sa3015013",0.0352,NA,NA,NA
"Casey Anderson","sa3022742",0.042,NA,NA,NA
"Casey Cobb","sa3014868",0.0457,NA,NA,NA
"Casey Kelly","9174",1.860375,1.047,"REZ1",1.77686246418338
"Casey Lawrence","11121",3.26878272727273,6.967,"REZ1",0.469180813445203
"Casey Legumina","25921",1.727042,1.845,"REZ1",0.936066124661247
"Casey Mize","20492",5.92778823529412,5.802,"REZ1",1.02168015086076
"Casey Sadler","11209",0.0484,NA,NA,NA
"Casey Steward","sa3023253",0.0434,NA,NA,NA
"Caswell Smith","sa3020955",0.0418,NA,NA,NA
"Cayne Ueckert","sa3010789",0.5231,NA,NA,NA
"Cedric De Grandpre","sa3020315",0.0516,NA,NA,NA
"Cesar Aquino","sa3024469",0.0328,NA,NA,NA
"Cesar Ayala","sa3015349",0.0279,NA,NA,NA
"Cesar De Jesus","sa3017767",0.0395,NA,NA,NA
"Cesar Espinal","sa3019192",0.031,NA,NA,NA
"Cesar Gomez","sa3014799",1.52335,NA,NA,NA
"Cesar Jimenez","sa3019381",0.0334,NA,NA,NA
"Cesar Lares","sa3019384",0.0426,NA,NA,NA
"Cesar Perdomo","sa3019248",0.0458,NA,NA,NA
"Cesar Rojas","sa3019244",0.0343,NA,NA,NA
"Cesar Ruiz","sa3016590",0.0359,NA,NA,NA
"Cesar Valdez","9013",0.0486,NA,NA,NA
"Cesar Álvarez","sa3015418",0.0404,NA,NA,NA
